Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RH29H9000SR,Samsung,SOS REFRIGERATION,Side-by-Side Refrigerators,615767,Food ShowCase 28.5-cu ft Side-by-Side Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276956022.jpg,No,NEW,2699.0,1,2699.0,New Condition,
KOSE500EBS,KitchenAid,APPLIANCE FLOOR DISPLAYS,Single Electric Wall Ovens,598761,Convection Single Electric Wall Oven (Black Stainless Steel) (Common: 30-in; Actual 30-in),http://images.lowes.com/product/converted/883049/883049362366.jpg,No,NEW,2399.0,1,2399.0,New Condition,
RF28JBEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,692022,Food Showcase 27.8-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276142364.jpg,No,NEW,2099.0,1,2099.0,New Condition,
FGET3065PD,Frigidaire,RANGE,RANGE,868886,SELF CLEANING CONVECTION DOUBLE ,http;//images @lowes.com,No,NEW,1899.0,1,1899.0,New Condition,
NE59M6850SG,SAMSUNG,RANGE,RANGE,690100,SM FS ELEC RNG NE59M6850SG,http;//images @lowes.com,No,NEW,1599.0,1,1599.0,New Condition,
KVIB606DSS,WHIRLPOOL,RANGE HOOD,RANGE HOOD ,645146,36-in Convertible Island Range Hood (Stainless Steel),http;//images @lowes.com,No,NEW,1529.0,1,1529.0,New Condition,
WRB119WFBM,Whirlpool,SOS REFRIGERATION,Bottom-Freezer Refrigerators,599524,18.7-cu ft Bottom-Freezer Refrigerator with (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288512.jpg,No,NEW,989.0,1,989.0,New Condition,
RS25J500DBC,Samsung,SOS REFRIGERATION,Side-by-Side Refrigerators,558406,24.52-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black),http://images.lowes.com/product/converted/887276/887276099347.jpg,No,NEW,899.0,1,899.0,New Condition,
LDT7797BD,LG,DISHWASHER,DISHWASHER,490614,44-DECIBEL BUILD IN DISHWASHER,http;//images @lowes.com,No,NEW,849.0,1,849.0,New Condition,
LSDF9969BD,LG,SOS DISHWASHERS,Built-In Dishwashers,819070,Studio 42-Decibel Built-in Dishwasher (Black Stainless Steel) (Common: 24-in; Actual: 23.75-in) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018968.jpg,No,NEW,849.0,1,849.0,New Condition,
NE59J3420SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,675064,Smooth Surface Freestanding 5-Element 5.9-cu ft Self-Cleaning Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276107240.jpg,No,NEW,799.0,1,799.0,New Condition,
SHEM63W52N,Bosch,SOS DISHWASHERS,Built-In Dishwashers,836315,300 Series 24-in 44-Decibel Built-in Dishwasher (White) ENERGY STAR,http://images.lowes.com/product/converted/825225/825225922223.jpg,No,NEW,674.0,1,674.0,New Condition,
WRT318FZDW,Whirlpool,SOS REFRIGERATION,Top-Freezer Refrigerators,623781,29.75-in 18.2-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (White),http://images.lowes.com/product/converted/883049/883049326948.jpg,No,NEW,479.0,1,479.0,New Condition,
WMH53520CS,Whirlpool,OTR MICROWAVES,Over-the-Range Microwaves,579269,2-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049290812.jpg,No,NEW,399.0,1,399.0,New Condition,
DW80J3020US,SAMSUNG,DISHWASHER,DISHWASHER,668411,50-Decibel Built-In Dishwasherwith Hard Food Disposer (Stainless Steel) (Common: 24-in; Actual: 23.75-in) ENERGY STAR,http;//images @lowes.com,No,NEW,399.0,1,399.0,New Condition,
GCE06GSHSB,GE,REFRIGERATOR,REFRIGERATOR,651443,5.6 BUILT IN FREESTANDING COMPACT,http;//images @lowes.com,No,NEW,379.0,1,379.0,New Condition,
LFMV1645TF,Frigidaire,OTR MICROWAVES,OTR MICROWAVES,848354,FR OTR MICRO LFMV1645TF(-632057),http://images.lowes.com/product/converted/012505/012505563850.jpg,No,NEW,259.0,1,259.0,New Condition,
LFMV1645TF,Frigidaire,OTR MICROWAVES,OTR MICROWAVES,848354,FR OTR MICRO LFMV1645TF(-632057),http://images.lowes.com/product/converted/012505/012505563850.jpg,No,NEW,259.0,1,259.0,New Condition,
LMU1726ST,LG,MIRCOWAVE ,MIRCOWAVE ,728556,1.7 CU OVER THE RANGE MICROWAVE,http;//images @lowes.com,No,NEW,249.0,1,249.0,New Condition,
ME20H705MSS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,631209,2-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276046013.jpg,No,NEW,249.0,1,249.0,New Condition,
ME20H705MSS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,631209,2-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276046013.jpg,No,NEW,249.0,1,249.0,New Condition,
