Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
GUD24ESSJWW,GE,LAUNDRY,Stacked Laundry Centers,751719,Electric Stacked Laundry Center with 2-cu ft Washer and 4.4-cu ft Dryer (White),http://images.lowes.com/product/converted/084691/084691809593.jpg,No,wex,1079,1,1079,Refurbished
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,999,1,999,Refurbished
DV42H5200EW,Samsung,LAUNDRY,Electric Dryers,565998,7.5-cu ft Stackable Electric Dryer with Steam Cycle (White),http://images.lowes.com/product/converted/887276/887276963211.jpg,No,,899,1,899,Refurbished
WA50M7450AW,Samsung,LAUNDRY,Top-Load Washers,835592,SM TL WASHER WA50M7450AW (-780071,http://images.lowes.com/product/converted/887276/887276196411.jpg,No,,799,1,799,Refurbished
WT1501CW,LG,LAUNDRY,Top-Load Washers,745138,4.5-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015905.jpg,No,,749,1,749,Refurbished
WTW8040DW,Whirlpool,LAUNDRY,Top-Load Washers,670298,5.3-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049346458.jpg,No,,629,1,629,Refurbished
DLE7200WE,LG,LAUNDRY,Electric Dryers,845040,LG ELEC DRYER DLE7200WE (-150843),http://images.lowes.com/product/converted/048231/048231020282.jpg,No,,599,1,599,Refurbished
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,No,,499,1,499,Refurbished
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,449,1,449,Refurbished
GTD42EASJWW,GE,LAUNDRY,Electric Dryers,751711,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691814085.jpg,No,,449,1,449,Refurbished
MEDC215EW,Maytag,LAUNDRY,Electric Dryers,670008,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348469.jpg,No,,399,1,399,Refurbished
RTW4516FW,Roper,LAUNDRY,Top-Load Washers,794808,3.5-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049415710.jpg,No,,399,1,399,Refurbished
RTW4516FW,Roper,LAUNDRY,Top-Load Washers,794808,3.5-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049415710.jpg,No,,399,1,399,Refurbished
GTD33EASKWW,GE,LAUNDRY,Electric Dryers,782268,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,399,1,399,Refurbished
MEDC215EW,Maytag,LAUNDRY,Electric Dryers,670008,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348469.jpg,No,,399,1,399,Refurbished
