Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
RF28M9580SG,Samsung,SOS REFRIGERATION,4-DOOR-FLEX ,845498,SM 28 CUFT FD RF28M9580SG,http://images.lowes.com/product/converted/887276/887276197500.jpg,Yes,NEW,4599,1,4599,Customer Returns
RF28M9580SR,Samsung,SOS REFRIGERATION,4-DOOR FLEX,845499,SM 28 CUFT FD RF28M9580SR,http://images.lowes.com/product/converted/887276/887276197517.jpg,Yes,NEW,4399,1,4399,Customer Returns
LMXS30776D,LG,SOS REFRIGERATION,French Door Refrigerators,534733,29.7-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Black Stainless) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231787000.jpg,Yes,NEW,2799,1,2799,Customer Returns
FGHN2866PF,Frigidaire,SOS REFRIGERATION,French Door Refrigerators,496836,Gallery 27.7-cu ft French Door Refrigerator with Single Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505635601.jpg,Yes,NEW,2149,1,2149,Customer Returns
LFXS24663S,LG,SOS REFRIGERATION,French Door Refrigerators,617210,24-cu ft French Door Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786614.jpg,Yes,NEW,2099,1,2099,Customer Returns
NE58K9430SS,Samsung,FREESTANDING RANGES,Slide-In Electric Ranges,780428,Smooth Surface 5-Element Self-Cleaning Slide-In Convection Electric Range (Stainless Steel) (Common: 30-in; Actual 31-in),http://images.lowes.com/product/converted/887276/887276132136.jpg,Yes,NEW,949,1,949,Customer Returns
WRS325SDHZ,WHIRLPOOL,REFRIGERATORS,SIDE BY SIDE REFRIGERATOR,912757,24.5 CU FT SIDE BY SIDE,http://images.lowes.com,Yes,NEW,899,1,899,Customer Returns
WRS325SDHB,WHIRLPOOL,SOS REFRIGERATION,SIDE BY SIDE REFRIGERATOR,912754,24.5  CU FT SIDE BY SIDE REFRIGERATOR,http://images.lowes.com/,Yes,NEW,899,1,899,Customer Returns
LFSS2612TP,FRIGIDAIRE,REFRIGERATORS,SIDE BY SIDE REFRIGERATOR,852867,25.5  CU FT SIDE BY SIDE REFRIGERATOR,http://images.lowes.com,Yes,NEW,699,1,699,Customer Returns
LFSS2612TF,FRIGIDAIRE,REFRIGERATOR,SXS REFRIGERATOR,852869,25.5 CU FT SIDE-BY-SIDE REFRIGERATOR,http://images.lowes.com,Yes,NEW,699,1,699,Customer Returns
NX58J5600SG,Samsung,FREESTANDING RANGES,Freestanding Gas Ranges,751811,5-Burner Freestanding 5.8-cu ft Convection Gas Range (Black Stainless) (Common: 30-in; Actual: 29.8125-in),http://images.lowes.com/product/converted/887276/887276112572.jpg,Yes,NEW,649,1,649,Customer Returns
LDP6797ST,LG,SOS DISHWASHERS,Built-In Dishwashers,740473,Quadwash 44-Decibel Built-in Dishwasher (Stainless Steel) (Common: 24-in; Actual: 23.75-in) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231022156.jpg,Yes,NEW,649,1,649,Customer Returns
NE59M4310SB,Samsung,SOS RANGES,ELECTRIC RANGE,840004,Smooth Surface Freestanding 5-Element 5.9 Cu. Feet self-Cleaning Electric Range (Black) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276197180.jpg,Yes,NEW,649,1,649,Customer Returns
GTE16DTHBB,GE,REFRIGERATORS,Top-Freezer Refrigerators,634484,15.53-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691258902.jpg,Yes,NEW,598,1,598,Customer Returns
FFTR2021TW,FRIGIDAIRE,REFRIGERATOR,TOP MOUNT REFRIGERATOR,852901,20.4 CU FT TOP FREEZER REFRIGERATOR,http://images.lowes.com,Yes,NEW,549,1,549,Customer Returns
JB250DFWW,GE,FREESTANDING RANGES,Freestanding Electric Ranges,516654,Freestanding 5.3-cu ft Self-Cleaning Electric Range (White) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/084691/084691140122.jpg,Yes,NEW,449,1,449,Customer Returns
ME20H705MSS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,631209,2-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276046013.jpg,Yes,NEW,249,1,249,Customer Returns
ME16H702SES,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,589363,1.6-cu ft Over-The-Range Microwave (Stainless Steel) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/887276/887276690162.jpg,Yes,NEW,249,1,249,Customer Returns
ME16H702SEB,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,589362,1.6-cu ft Over-The-Range Microwave (Black) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/887276/887276690827.jpg,Yes,NEW,199,1,199,Customer Returns
