Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
ALEG36DFCRN,AGA Legacy,RANGES,Double Oven Convection Fuel Range,554466,2.2-cu ft/1.8-cu ft Double Oven Dual Fuel Range,https://www.lowes.com/pd/AGA-Legacy-36-in-5-2-2-cu-ft-1-8-cu-ft-Double-Oven-Convection-Dual-Fuel-Range-Cranberry/50121315,,,5599,1,5599,New Condition
RS25H5111SG,Samsung,REFRIGERATION,Side-by-Side Refrigerators,723983,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276164526.jpg,,,1667,1,1667,New Condition
KDTE254ESS,KitchenAid,DISHWASHERS,Built-In Dishwashers,484277,24-Inch 39 Decibels Built-in Dishwasher Stainless Steel (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049363592.jpg,,,1648,1,1648,New Condition
KSEG700ESS,KITCHEN AIDE,SLIDE-IN-RANGE,Slide-In Electric Ranges,665321,Smooth Surface 5-Element Slide-in Convection Electric Range (Stainless Steel) (Common: 30-in; Actual 29.875-in),http;/.images.lowes.com,,,1399,1,1399,New Condition
PP9830TJWW,GE,BUILT IN COOKING,Electric Cooktops,590823,Profile Smooth Surface Electric Cooktop with Downdraft Exhaust (White) (Common: 30-in; Actual 29.75-in),http://images.lowes.com/product/converted/084691/084691813873.jpg,,,1349,1,1349,New Condition
RS25J500DSG,Samsung,REFRIGERATION,Side-by-Side Refrigerators,730752,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276179285.jpg,,,1188,1,1188,New Condition
NZ30K6330RG,Samsung,BUILT IN COOKING,Electric Cooktops,732196,Premium 5-Element Smooth Surface Electric Cooktop (Black Stainless Steel) (Common: 30-in; Actual 30-in),http://images.lowes.com/product/converted/887276/887276183312.jpg,,,979,1,979,New Condition
NEM5466UC,Bosch,RANGES,Electric Cooktops,577115,500 Series Smooth Surface Electric Cooktop (Stainless Steel) (Common: 24-in; Actual 23-in),http://images.lowes.com/product/converted/825225/825225916772.jpg,,,719,1,719,New Condition
SHE863WF5M,Bosch,DISHWASHERS,Dishwashers,814060,44 Decibel Built in Dishwasher,https://www.lowes.com/pd/Bosch-300-Series-44-Decibel-Built-In-Dishwasher-Stainless-Steel-Common-24-in-Actual-23-5625-in-ENERGY-STAR/1000200339,,,719,1,719,New Condition
LSMC3089BD,LG,OTR MICROWAVES,Over-the-Range Microwaves,833867,Studio 1.7-cu ft Over-the-Range Convection Microwave with Sensor Cooking Controls (Black Stainless Steel) (Common: 30-in; Actual: 29.9375-in),http://images.lowes.com/product/converted/048232/048232337013.jpg,,,549,1,549,New Condition
ME21H706MQG,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,751812,2.1-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Black Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276118222.jpg,,,499,1,499,New Condition
JB250DFWW,GE,FREESTANDING RANGES,Freestanding Electric Ranges,516654,Freestanding 5.3-cu ft Self-Cleaning Electric Range (White) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/084691/084691140122.jpg,,,499,1,499,New Condition
JGBS66DEKWW,GE,FREESTANDING RANGES,Freestanding Gas Ranges,784513,5-Burner Freestanding 5-cu ft Gas Range (White) (Common: 30-in; Actual: 30-in),http://images.lowes.com/product/converted/084691/084691817987.jpg,,,499,1,499,New Condition
MC17J8000CG,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,821969,1.7-cu ft Over-the-Range Convection Microwave (Black Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276184302.jpg,,,399,1,399,New Condition
WDF560SAFM,Whirlpool,DISHWASHERS,Built-In Dishwashers,719732,24-in 49-Decibel Built-in Dishwasher (Stainless Steel),http://images.lowes.com/product/converted/883049/883049408538.jpg,,,399,1,399,New Condition
WMH53520CS,Whirlpool,OTR MICROWAVES,Over-the-Range Microwaves,579269,2-cu ft Over-the-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049290812.jpg,,,369,1,369,New Condition
MC17J8000CS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,753213,1.7-cu ft Over-the-Range Convection Microwave (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276063928.jpg,,,349,1,349,New Condition
JVM3160RFSS,GE,OTR MICROWAVES,Over-the-Range Microwaves,520293,1.6-cu ft Over-The-Range Microwave (Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/084691/084691254980.jpg,,,299,1,299,New Condition
ME16H702SEW,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,589361,1.6-cu ft Over-The-Range Microwave (White) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276690834.jpg,,,249,1,249,New Condition
FGMV176NTF,Frigidaire,Microwaves,Over-the-Range Microwaves,848356,1.7-cu ft Over-The-Range Microwave,https://www.lowes.com/pd/Frigidaire-Gallery-1-7-cu-ft-Over-the-Range-Microwave-with-Sensor-Cooking-Controls-Smudge-Proof-Stainless-Steel-Common-30-in-Actual-29-875-in/1000253865,,,229,1,229,New Condition
