Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
LMXS30776D,LG,SOS REFRIGERATION,French Door Refrigerators,534733,29.7-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Black Stainless) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231787000.jpg,No,AS IS,2999.0,1,2999.0,Customer Returns,
RF28JBEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,692023,Food Showcase 27.8-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276142364.jpg,No,AS IS,2399.0,1,2399.0,Customer Returns,
WRX988SIBM,Whirlpool,SOS REFRIGERATION,French Door Refrigerators,561310,26.2-cu ft 4 French Door Refrigerator Single Ice Maker (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049293363.jpg,No,AS IS,2199.0,1,2199.0,Customer Returns,
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,No,AS IS,1899.0,1,1899.0,Customer Returns,
WV60M9900AV,Samsung,LAUNDRY,Top-Load Washers,740399,Samsung FlexWash 6-cu ft High Efficiency Front-Load Washer (Black Stainless Steel) ,https://www.lowes.com/pd/Samsung-FlexWash-6-cu-ft-High-Efficiency-Front-Load-Washer-Black-Stainless-Steel/1000218345,No,AS IS,1499.0,1,1499.0,Customer Returns,
RS25J500DSG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,730752,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276179285.jpg,No,AS IS,999.0,1,999.0,Customer Returns,
LFSS2312TF,Frigidaire,REFRIGERATORS,SIDE BY SIDE REFRIGERATOR,852866,Frigidaire 22-cu ft Side-by-Side Refrigerator with Ice Maker (EasyCare Stainless Steel),https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-EasyCare-Stainless-Steel/1000245227,No,AS IS,899.0,1,899.0,Customer Returns,
LFSS2312TP,Frigidaire,REFRIGERATORS,SIDE BY SIDE REFRIGERATOR,852864,Frigidaire 22-cu ft Side-by-Side Refrigerator with Ice Maker (White),https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1000245223,No,AS IS,798.0,1,798.0,Customer Returns,
LFSS2312TE,Frigidaire,REFRIGERATORS,SIDE BY SIDE REFRIGERATOR,852865,Frigidaire 22-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000245225,No,AS IS,798.0,1,798.0,Customer Returns,
WM3270CW,LG,LAUNDRY,Front-Load Washers,794816,LG FL WASHER WM3270CW (-645120),http://images.lowes.com/product/converted/048231/048231017527.jpg,No,AS IS,719.0,1,719.0,Customer Returns,
LGID2478SF,Frigidaire,DISHWASHERS,Frigidaire  Built-In Dishwasher ,838378,24-IN BUILT-IN DSHWSH LGID2478SF,http://images.lowes.com/product/converted/012505/012505115165.jpg,No,AS IS,719.0,1,719.0,Customer Returns,
WTW8500DW,Whirlpool,SOS LAUNDRY - TOP LOAD WASHERS,Top-Load Washers,619353,Cabrio 6.1-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049330761.jpg,No,AS IS,679.0,1,679.0,Customer Returns,
MEDB835DW,Maytag,LAUNDRY,Electric Dryers,670007,8.8-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049335452.jpg,No,AS IS,639.0,1,639.0,Customer Returns,
WF42H5200AW,Samsung,LAUNDRY,Front-Load Washers,565997,4.2-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962993.jpg,No,AS IS,599.0,1,599.0,Customer Returns,
GTW485ASJWS,GE,LAUNDRY,Top-Load Washers,715713,4.9-cu ft Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691810711.jpg,No,AS IS,479.0,1,479.0,Customer Returns,
FFTR1821TB,Frigidaire,REFRIGERATORS,TOP-MOUNT REFRIGERATOR,852887,Frigidaire 18-cu ft Top-Freezer Refrigerator (Black),https://www.lowes.com/pd/Frigidaire-18-cu-ft-Top-Freezer-Refrigerator-Black/1000225705,No,AS IS,479.0,1,479.0,Customer Returns,
GTW330ASKWW,GE,LAUNDRY,Top-Load Washers,782267,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691819462.jpg,No,AS IS,399.0,1,399.0,Customer Returns,
HTX21EASKWW,Hotpoint,LAUNDRY,Electric Dryers,804048,6.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691810834.jpg,No,AS IS,329.0,1,329.0,Customer Returns,
RED4516FW,Roper,LAUNDRY,Electric Dryers,794809,6.5-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049414768.jpg,No,AS IS,299.0,1,299.0,Customer Returns,
