Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
GUD27ESSJWW,GE,LAUNDRY,Stacked Laundry Centers,689427,Electric Stacked Laundry Center with 3.2-cu ft Washer and 5.9-cu ft Dryer (White),http://images.lowes.com/product/converted/084691/084691809579.jpg,,,1449,1,1499,Refurbished
WF45K6500AW,Samsung,LAUNDRY,Front-Load Washers,780056,Addwash 4.5-cu ft High-Efficiency Stackable Front-Load Washer Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276138138.jpg,,,1199,1,1199,Refurbished
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,,,998,1,998,Refurbished
WF42H5200AW,Samsung,LAUNDRY,Front-Load Washers,565997,4.2-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962993.jpg,,,949,1,949,Refurbished
MVWC565FW,Maytag,LAUNDRY,Top-Load Washers,782473,4.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049409726.jpg,,,898,1,898,Refurbished
WA40J3000AW,Samsung,LAUNDRY,Top-Load Washers,669552,4-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/887276/887276086989.jpg,,,848,1,848,Refurbished
GTD45EASJWS,GE,LAUNDRY,Electric Dryers,751714,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691815242.jpg,,,699,1,699,Refurbished
MEDX655DW,Maytag,LAUNDRY,Electric Dryers,629998,Bravos 7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049332239.jpg,,,699,1,699,Refurbished
GTD42EASJWW,GE,LAUNDRY,Electric Dryers,751711,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691814085.jpg,,,649,1,649,Refurbished
WA52M8650AV,Samsung,LAUNDRY,Top-Load Washers,835607,Samsung Activewash 5.2-cu ft High-Efficiency Top-Load Washer (Black Stainless Steel) ENERGY STAR,https://mobileimages.lowes.com/product/converted/887276/887276196442.jpg,,,599,1,599,Refurbished
GTW330ASKWW,GE,LAUNDRY,Top-Load Washers,782267,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691819462.jpg,,,549,1,549,Refurbished
MEDB765FW,Maytag,LAUNDRY,Front-Load Washers,844769,Maytag 7.4-cu ft Electric Dryer (White),https://mobileimages.lowes.com/product/converted/883049/883049438603.jpg,,,529,1,529,Refurbished
WA50M7450AW,Samsung,LAUNDRY,Front-Load Washers,835592,SM TL WASHER WA50M7450AW,http://images.lowes.com/product/converted/887276/887276196411.jpg,,,499,1,499,Refurbished
RED4516FW,Roper,LAUNDRY,Electric Dryers,794809,6.5-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049414768.jpg,,,399,1,399,Refurbished
RED4516FW,Roper,LAUNDRY,Electric Dryers,794809,6.5-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049414768.jpg,,,399,1,399,Refurbished
