Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
RH25H5611SR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,648958,Food ShowCase 24.7-cu ft Side-by-Side Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276073446.jpg,No,,1499,1,1499,Refurbished
WED8500DC,Whirlpool,LAUNDRY,Electric Dryers,632523,Cabrio 8.8-cu ft Electric Dryer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049332369.jpg,No,,729,1,729,Refurbished
LFSS2612TE,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,852868,Frigidaire 25.5-cu ft Side-By-Side Refrigerator with Ice Maker (Black) ,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-By-Side-Refrigerator-with-Ice-Maker-Black/1000245231,No,,699,1,699,Refurbished
DLE1501W,LG,LAUNDRY,Electric Dryers,745139,7.3-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015912.jpg,No,,674,1,674,Refurbished
RT18M6213WW,Samsung,REFRIGERATORS,Refrigerators,847230,SM 18-CU FT TM RT18M6213WW,http://images.lowes.com/product/converted/887276/887276213835.jpg,No,,649,1,649,Refurbished
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,LG TL WASHER WT7200CW (-481181),http://images.lowes.com/product/converted/048231/048231020275.jpg,No,,629,1,629,Refurbished
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,LG TL WASHER WT7200CW (-481181),http://images.lowes.com/product/converted/048231/048231020275.jpg,No,,629,1,629,Refurbished
NE59M4320SS,Samsung,FREESTANDING RANGES,Range ,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,,599,1,599,Refurbished
MGDC215EW,Maytag,LAUNDRY,Gas Dryers,670017,7-cu ft Gas Dryer (White),http://images.lowes.com/product/converted/883049/883049348520.jpg,No,,499,1,499,Refurbished
WRT314TFDW,Whirlpool,SOS REFRIGERATION,Top-Freezer Refrigerators,623777,28-in 14.33-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (White),http://images.lowes.com/product/converted/883049/883049359359.jpg,No,,493,1,493,Refurbished
DV45H7000EW,Samsung,LAUNDRY,Electric Dryers,565955,7.4-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963877.jpg,No,,479,1,479,Refurbished
DV45H7000EW,Samsung,LAUNDRY,Electric Dryers,565955,7.4-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963877.jpg,No,,479,1,479,Refurbished
MVWC565FW,Maytag,LAUNDRY,Top-Load Washers,782473,4.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049409726.jpg,No,,459,1,459,Refurbished
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,No,,449,1,449,Refurbished
HTX21EASKWW,Hotpoint,LAUNDRY,Electric Dryers,804048,6.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691810834.jpg,No,,329,1,329,Refurbished
