Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
DVE60M9900V,Samsung,LAUNDRY,Electric Dryers,835583,7.5-cu ft Electric Dryer,https://www.lowes.com/pd/Samsung-FlexDry-7-5-cu-ft-Electric-Dryer-Black-stainless-steel-Primary-Dryer-Only/1000210041,,,1709.0,1,1709.0,Scratch and Dent,Rear Dent
DLEX4370K,LG,LAUNDRY,Electric Dryers,808114,7.4-cu ft Stackable Electric Dryer with Steam Cycle (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018791.jpg,,,1249.0,1,1249.0,Scratch and Dent,Side Dent
WFW75HEFW,Whirlpool,LAUNDRY,Front-Load Washers,782465,27-in 5.2-cu ft High-Efficiency Stackable Front-Load Washer (White),http://images.lowes.com/product/converted/883049/883049384528.jpg,,,1198.0,1,1198.0,Scratch and Dent,Side Dent
GFD49ERPKDG,GE,LAUNDRY,Electric Dryers,838747,GFD49ERPKDG,http://images.lowes.com/product/converted/084691/084691820369.jpg,,,1169.0,1,1169.0,Scratch and Dent,Side Dent
DLEX3570V,LG,LAUNDRY,Electric Dryers,150847,7.4-cu ft Stackable Electric Dryer with Steam Cycle (Graphite Steel),http://images.lowes.com/product/converted/048231/048231014229.jpg,,,1149.0,1,1149.0,Scratch and Dent,Side Dent
DLEX3370V,LG,LAUNDRY,Electric Dryers,726522,7.4-cu ft Stackable Electric Dryer with Steam Cycle (Graphite Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231014090.jpg,,,1049.0,1,1049.0,Scratch and Dent,Side Dent
DV42H5200EF,Samsung,LAUNDRY,Electric Dryers,565990,7.5-cu ft Stackable Electric Dryer with Steam Cycle (Merlot),http://images.lowes.com/product/converted/887276/887276963198.jpg,,,1049.0,1,1049.0,Scratch and Dent,Top Scratch
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,,,948.0,1,948.0,Scratch and Dent,Rear Dent
MVWC565FW,Maytag,LAUNDRY,Top-Load Washers,782473,4.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049409726.jpg,,,898.0,1,898.0,Scratch and Dent,Side Scratch
MVWC565FW,Maytag,LAUNDRY,Top-Load Washers,782473,4.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049409726.jpg,,,898.0,1,898.0,Scratch and Dent,Rear Scratch
DV42H5000EW,Samsung,LAUNDRY,Electric Dryers,566002,7.5-cu ft Stackable Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963167.jpg,,,849.0,1,849.0,Scratch and Dent,Side Dent
DLE3170W,LG,LAUNDRY,Electric Dryers,645121,7.4-cu ft Stackable Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231014748.jpg,,,849.0,1,849.0,Scratch and Dent,Front Dent
GTD75ECPLDG,GE,LAUNDRY,Electric Dryers,915316,7.4-cu ft Electric Dryer,https://www.lowes.com/pd/GE-7-4-cu-ft-Electric-Dryer-Diamond-Gray/1000295489,,,809.0,1,809.0,Scratch and Dent,Side Dent
GTD75ECPLDG,GE,LAUNDRY,Electric Dryers,915316,7.4-cu ft Electric Dryer,https://www.lowes.com/pd/GE-7-4-cu-ft-Electric-Dryer-Diamond-Gray/1000295489,,,809.0,1,809.0,Scratch and Dent,Rear Dent
DLE7200VE,LG,LAUNDRY,Electric Dryers,895419,7.3-cu ft Electric Dryer,https://www.lowes.com/pd/LG-7-3-cu-ft-Electric-Dryer-Graphite-Steel-ENERGY-STAR/1000289845,,,809.0,1,809.0,Scratch and Dent,Side Scratch
WED49STBW,Whirlpool,LAUNDRY,Electric Dryers,589158,7-cu ft Electric Dryer with Steam Cycle (White),http://images.lowes.com/product/converted/883049/883049335261.jpg,,,749.0,1,749.0,Scratch and Dent,Side Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,,,748.0,1,748.0,Scratch and Dent,Top Scratch
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,5.0-cu ft Top-Load Washer (White),https://www.lowes.com/pd/LG-5-0-cu-ft-High-Efficiency-Top-Load-Washer-White-ENERGY-STAR/1000212267,,,719.0,1,719.0,Scratch and Dent,Rear Scratch
WA50M7450AW,Samsung,LAUNDRY,Top-Load Washers,835592,SM TL WASHER WA50M7450AW,http://images.lowes.com/product/converted/887276/887276196411.jpg,,,719.0,1,719.0,Scratch and Dent,Top Scratch
DVE50M7450W,Samsung,LAUNDRY,Electric Dryers,835593,SM ELEC DRYER DVE50M7450W,http://images.lowes.com/product/converted/887276/887276196978.jpg,,,719.0,1,719.0,Scratch and Dent,Rear Scratch
WA50M7050AW,Samsung,LAUNDRY,Top-Load Washers,835592,5.0-cu ft Top-Load Washer (White),https://www.lowes.com/pd/Samsung-5-0-cu-ft-High-Efficiency-Top-Load-Washer-White-ENERGY-STAR/1000210053,,,719.0,1,719.0,Scratch and Dent,Front Dent
DV40J3000EW,Samsung,LAUNDRY,Electric Dryers,669553,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276086958.jpg,,,649.0,1,649.0,Scratch and Dent,Rear Dent
GTW485ASJWS,GE,LAUNDRY,Top-Load Washers,701602,4.9-cu ft Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691810711.jpg,,,584.0,1,584.0,Scratch and Dent,Side Dent
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,,,549.0,1,549.0,Scratch and Dent,Side Dent
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,,,549.0,1,549.0,Scratch and Dent,Side Scratch
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,,,549.0,1,549.0,Scratch and Dent,Side Scratch
MEDC215EW,Maytag,LAUNDRY,Electric Dryers,670008,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348469.jpg,,,549.0,1,549.0,Scratch and Dent,Front Dent
GTW330ASKWW,GE,LAUNDRY,Top-Load Washers,782267,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691819462.jpg,,,549.0,1,549.0,Scratch and Dent,Side Scratch
GTW330ASKWW,GE,LAUNDRY,Top-Load Washers,782267,3.8-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691819462.jpg,,,549.0,1,549.0,Scratch and Dent,Top Dent
WA45M7050AW,Samsung,LAUNDRY,Top-Load Washers,835591,SM TL WASHER WA45M7050AW,http://images.lowes.com/product/converted/887276/887276196398.jpg,,,449.0,1,449.0,Scratch and Dent,Side Scratch
