Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
LMXS30776S,LG,French Door Refrigerators,French Door Refrigerators,80345,LG 29.7-CU FT 4DR DID LMXS30776S,http://images.lowes.com/product/converted/048231/048231786201.jpg,Yes,,3999.0,1,3999.0,New Condition,New
RF22M9581SG,Samsung,French Door Refrigerators,French Door Refrigerators,757643,SM 22-CU FT RF22M9581SG(-712338,http://images.lowes.com/product/converted/887276/887276197982.jpg,Yes,69012376,3199.0,1,3199.0,New Condition,New
RF28M9580SR,Samsung,French Door Refrigerators,French Door Refrigerators,845499,SM 28 CUFT FD RF28M9580SR,http://images.lowes.com/product/converted/887276/887276197517.jpg,Yes,50761929,2999.0,1,2999.0,New Condition,New
LMXS27626S,LG,French Door Refrigerators,French Door Refrigerators,637317,LG LMXS27626S 27 CU FD FRIDGE,http://images.lowes.com/product/converted/048231/048231786690.jpg,Yes,67653507,2799.0,1,2799.0,New Condition,New
RF220NCTASR,Samsung,French Door Refrigerators,French Door Refrigerators,434627,SM 21.8-CU FT FD RF220NCTASR,http://images.lowes.com/product/converted/036725/036725590250.jpg,Yes,45148776,1799.0,1,1799.0,New Condition,New
DVE60M9900V,Samsung,Electric Dryers,Electric Dryers,835583,SM ELECTRIC DRYER DVE60M9900V,http://images.lowes.com/product/converted/887276/887276197562.jpg,Yes,70003607,1649.0,1,1649.0,New Condition,New
NX58K9500WG,Samsung,Slide-In Gas Ranges,Slide-In Gas Ranges,780432,SM SLIDE-IN GAS RNG NX58K9500WG,http://images.lowes.com/product/converted/887276/887276142890.jpg,Yes,69012376,1599.0,1,1599.0,New Condition,New
WRS571CIDM,Whirlpool,Side-by-Side Refrigerators,Side-by-Side Refrigerators,606747,SOS WP SXS REF WRS571CIDM,http://images.lowes.com/product/converted/883049/883049328652.jpg,Yes,50762018,1598.0,1,1598.0,New Condition,New
LDG4311ST,LG,Double Oven Gas Ranges,Double Oven Gas Ranges,831306,SOS LG DBL GAS RNG LDG4311ST,http://images.lowes.com/product/converted/048231/048231319461.jpg,Yes,67891766,1499.0,1,1499.0,New Condition,New
LDG4311ST,LG,Double Oven Gas Ranges,Double Oven Gas Ranges,831306,SOS LG DBL GAS RNG LDG4311ST,http://images.lowes.com/product/converted/048231/048231319461.jpg,Yes,67485042,1499.0,1,1499.0,New Condition,New
RF263BEAESR,Samsung,French Door Refrigerators,French Door Refrigerators,580483,SOS SAM FD Ref RF263BEAESR,http://images.lowes.com/product/converted/036725/036725590045.jpg,Yes,70147530,1399.0,1,1399.0,New Condition,New
GSS25LSLSS,GE,Side-by-Side Refrigerators,Side-by-Side Refrigerators,533479,GE 25.4-CU FT GSS25LSLSS (-623762,http://images.lowes.com/product/converted/084691/084691825203.jpg,Yes,69970579,1399.0,1,1399.0,New Condition,New
DVE54M8750V,Samsung,Electric Dryers,Electric Dryers,835614,SM ELECTRIC DRYER DVE54M8750V,http://images.lowes.com/product/converted/887276/887276197005.jpg,Yes,69492702,1199.0,1,1199.0,New Condition,New
RS25H5111SG,Samsung,Side-by-Side Refrigerators,Side-by-Side Refrigerators,723983,SM 24.5-CU FT SXS RS25H5111SG,http://images.lowes.com/product/converted/887276/887276164526.jpg,Yes,45148677,1199.0,1,1199.0,New Condition,New
WA54M8750AV,Samsung,Fabric Care,Top-Load Washers,835613,SM TL WASHER WA54M8750AV,http://images.lowes.com/product/converted/887276/887276196466.jpg,Yes,69461168,1199.0,1,1199.0,New Condition,New
DV22K6800EW,Samsung,Electric Dryers,Electric Dryers,783188,DV22K6800EW,http://images.lowes.com/product/converted/887276/887276124537.jpg,Yes,58763122,1099.0,1,1099.0,New Condition,New
DV42H5200EP,Samsung,Electric Dryers,Electric Dryers,565994,SM 7.5-CU FT FL E DRY DV42H5200EP,http://images.lowes.com/product/converted/887276/887276963204.jpg,Yes,69839564,899.0,1,899.0,New Condition,New
WRS322FDAM,Whirlpool,Side-by-Side Refrigerators,Side-by-Side Refrigerators,510333,SOS WP SXS REF WRS322FDAM,http://images.lowes.com/product/converted/883049/883049272405.jpg,Yes,,899.0,1,899.0,New Condition,New
RT21M6213SR,Samsung,Top-Freezer Refrigerators,Top-Freezer Refrigerators,847229,SM 21.1-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,Yes,67839511,749.0,1,749.0,New Condition,New
RT18M6213WW,Samsung,Top-Freezer Refrigerators,Top-Freezer Refrigerators,847230,SM 17.6-CU FT TM RT18M6213WW,http://images.lowes.com/product/converted/887276/887276213835.jpg,Yes,45148637,549.0,1,549.0,New Condition,New
ME21H706MQG,Samsung,Over-the-Range Microwaves,Over-the-Range Microwaves,751812,SM OTR MICRO ME21H706MQG(+884089),http://images.lowes.com/product/converted/887276/887276118222.jpg,Yes,67777277,404.0,1,404.0,New Condition,New
