Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,No,,2899.0,1,2899.0,Scratch and Dent,Front Dent
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,No,,2899.0,1,2899.0,Scratch and Dent,Front Dent
WRX988SIBM,Whirlpool,SOS REFRIGERATION,French Door Refrigerators,561310,26.2-cu ft 4 French Door Refrigerator Single Ice Maker (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049293363.jpg,No,,2699.0,1,2699.0,Scratch and Dent,Top Dent
LMXS27626S,LG,REFRIGERATORS,French Door Refrigerators,637317,26.7-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786690.jpg,No,,1799.0,1,1799.0,Scratch and Dent,Side Dent
WRF535SMBM,Whirlpool,REFRIGERATORS,French Door Refrigerators,509262,25.2-cu ft 3 French Door Refrigerator Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288956.jpg,No,,1699.0,1,1699.0,Scratch and Dent,Side Dent
WRF535SMBM,Whirlpool,REFRIGERATORS,French Door Refrigerators,509262,25.2-cu ft 3 French Door Refrigerator Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288956.jpg,No,,1699.0,1,1699.0,Scratch and Dent,Side Dent
NE59M6850SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845533,SM FS ELEC RNG NE59M6850SS,http://images.lowes.com/product/converted/887276/887276199214.jpg,No,,1499.0,1,1499.0,Scratch and Dent,Side Dent
GSS23GGKWW,GE,SOS REFRIGERATION,Side-by-Side Refrigerators,828826,23.2-cu ft Side-by-Side Refrigerator with Single Ice Maker (White),http://images.lowes.com/product/converted/084691/084691821908.jpg,No,,1169.0,1,1169.0,Scratch and Dent,Side Dent
NE59J7630SG,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,751810,Smooth Surface Freestanding 5-Element 5.9-cu ft Self-Cleaning Convection Electric Range (Black Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276111926.jpg,No,,1099.0,1,1099.0,Scratch and Dent,Side Dent
RT21M6213SR,Samsung,REFRIGERATORS,Top-Freezer Refrigerators,847229,SM 21-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,No,,1099.0,1,1099.0,Scratch and Dent,Side Dent
