Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28JBEDBSG,Samsung,REFRIGERATORS,French Door Refrigerators,751818,Food Showcase 27.8-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276142357.jpg,No,,3899.0,1,3899.0,Scratch and Dent,Top Scratch
LFXS30766S,LG,REFRIGERATORS,French Door Refrigerators,618009,29.6-cu ft French Door Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786379.jpg,No,,3799.0,1,3799.0,Scratch and Dent,Side Scratch
LFXS30766S,LG,REFRIGERATORS,French Door Refrigerators,618009,29.6-cu ft French Door Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786379.jpg,No,,3799.0,1,3799.0,Scratch and Dent,Front Scratch
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,No,,3199.0,1,3199.0,Scratch and Dent,Side Dent
RF263TEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,751820,24.6-cu ft French Door Refrigerator with Dual Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276117799.jpg,No,,2649.0,1,2649.0,Scratch and Dent,Front Dent
WRF993FIFM,Whirlpool,REFRIGERATORS,French Door Refrigerators,612794,32-cu ft 3 French Door Refrigerator Dual Ice Maker (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049382418.jpg,No,,2299.0,1,2299.0,Scratch and Dent,Side Dent
RF260BEAESR,Samsung,REFRIGERATORS,French Door Refrigerators,186006,25.5-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590175.jpg,No,,1999.0,1,1999.0,Scratch and Dent,Front Dent
LSXS26386S,LG,REFRIGERATORS,Side-by-Side Refrigerators,631272,26.06-cu ft Side-by-Side Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786713.jpg,No,,1899.0,1,1899.0,Scratch and Dent,Side Dent
NX58H9500WS,Samsung,FREESTANDING RANGES,Slide-In Gas Ranges,631869,5-Burner 5.8-cu ft Slide-In Convection Gas Range (Stainless Steel) (Common: 30-in; Actual 29.8125-in),http://images.lowes.com/product/converted/887276/887276032047.jpg,No,WEX,1599.0,1,1599.0,Scratch and Dent,Side Dent
LSXS26326S,LG,REFRIGERATORS,Side-by-Side Refrigerators,618013,26.2-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/048231/048231786324.jpg,No,,1499.0,1,1499.0,Scratch and Dent,Front Scratch
DD24DCHTX,Fisher & Paykel,DISHWASHERS,Built-In Dishwashers,831875,44-Decibel Drawer Dishwasher (Common: 24-in; Actual 23.5625-in),https://mobileimages.lowes.com/product/converted/822843/822843810918.jpg,No,,1399.0,1,1399.0,Scratch and Dent,Front Dent
