Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
LMXS30776S,LG,REFRIGERATORS,French Door Refrigerators,80345,29.7-cu ft French Door Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786201.jpg,No,,2899,1,2899,Scratch and Dent,Side Dent
LFXS24623S,LG,REFRIGERATORS,French Door Refrigerators,618012,24.2-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786522.jpg,No,,2699,1,2699,Scratch and Dent,Front Dent
RF26J7500SR,Samsung,REFRIGERATORS,French Door Refrigerators,632834,25.5-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276073019.jpg,No,,2299,1,2299,Scratch and Dent,Side Dent
LSE4613BD,LG,FREESTANDING RANGES,Slide-In Electric Ranges,848345,EasyClean Smooth Surface 5-Element Slide-In Convection Electric Range (Black Stainless) (Common: 30-in; Actual 29.9375-in),http://images.lowes.com/product/converted/048232/048232335422.jpg,No,,1999,1,1999,Scratch and Dent,Front Scratch
GSE25HGHWW,GE,REFRIGERATORS,Side-by-Side Refrigerators,623761,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (White) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691260882.jpg,No,,1399,1,1399,Scratch and Dent,Side Dent
NE59J7850WG,Samsung,FREESTANDING RANGES,Double Oven Electric Ranges,694051,Flex Duo 30-in Smooth Surface 5-Element 2.6-cu ft/3.2-cu ft Double Oven Convection Electric Range (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276111933.jpg,No,,1399,1,1399,Scratch and Dent,Side Dent
NE59J7850WG,Samsung,FREESTANDING RANGES,Electric Dryers,694051,Flex Duo 30-in Smooth Surface 5-Element 2.6-cu ft/3.2-cu ft Double Oven Convection Electric Range (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276111933.jpg,No,,1399,1,1399,Scratch and Dent,Top Scratch
FGHS2631PF,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,488404,Gallery 26-cu ft Side-by-Side Refrigerator with Single Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505636578.jpg,No,,1299,1,1299,Scratch and Dent,Side Dent
WRF535SMBM,Whirlpool,REFRIGERATORS,French Door Refrigerators,509262,25.2-cu ft 3 French Door Refrigerator Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288956.jpg,No,,1199,1,1199,Scratch and Dent,Side Dent
RF18HFENBSP,Samsung,SOS REFRIGERATION,French Door Refrigerators,652267,17.51-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Platinum) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276038407.jpg,No,,1199,1,1199,Scratch and Dent,Front Dent
WF45M5500AZ,Samsung,LAUNDRY,Front-Load Washers,835573,SM FL WASHER WF45M5500AZ (-780059,http://images.lowes.com/product/converted/887276/887276201634.jpg,No,,999,1,999,Scratch and Dent,Side Scratch
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,999,1,999,Scratch and Dent,Front Scratch
JS750SFSS,GE,FREESTANDING RANGES,Slide-In Electric Ranges,520301,Smooth Surface 5-Element Slide-In Convection Electric Range (Stainless Steel) (Common: 30-in; Actual 31.25-in),http://images.lowes.com/product/converted/084691/084691254195.jpg,No,,999,1,999,Scratch and Dent,Side Dent
WFG770H0FZ,Whirlpool,FREESTANDING RANGES,Freestanding Gas Ranges,805153,5-Burner Freestanding 5.8-cu ft Self-Cleaning Convection Gas Range (Fingerprint Resistant Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049415963.jpg,No,,989,1,989,Scratch and Dent,Side Dent
WRS322FDAW,Whirlpool,SOS REFRIGERATION,Side-by-Side Refrigerators,714641,21.2-cu ft Side-By-Side Refrigerator Single (White),http://images.lowes.com/product/converted/883049/883049244525.jpg,No,,899,1,899,Scratch and Dent,Side Dent
DV42H5000EW,Samsung,LAUNDRY,Electric Dryers,566002,7.5-cu ft Stackable Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963167.jpg,No,,799,1,799,Scratch and Dent,Top Scratch
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,799,1,799,Scratch and Dent,Side Scratch
NE59M4320SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,,799,1,799,Scratch and Dent,Top Scratch
WRT311FZDM,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623786,20.5-cu ft Top-Freezer Refrigerator (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049322711.jpg,No,,699,1,699,Scratch and Dent,Front Dent
WRT311FZDB,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623783,20.5-cu ft Top-Freezer Refrigerator (Black),http://images.lowes.com/product/converted/883049/883049322704.jpg,No,,629,1,629,Scratch and Dent,Front Dent
WRT311FZDW,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623784,20.5-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/883049/883049303192.jpg,No,,629,1,629,Scratch and Dent,Front Scratch
WZF34X16DW,Whirlpool,SOS FREEZERS,Upright Freezers,637398,15.7-cu ft Upright Freezer (White),http://images.lowes.com/product/converted/883049/883049341613.jpg,No,,479,1,479,Scratch and Dent,Side Dent
GTD45EASJWS,GE,LAUNDRY,Electric Dryers,751714,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691815242.jpg,No,,479,1,479,Scratch and Dent,Top Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,449,1,449,Scratch and Dent,Side Scratch
WFE320M0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,673897,Smooth Surface Freestanding 4 4.8-cu ft Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049354682.jpg,No,,429,1,429,Scratch and Dent,Side Dent
WDT720PADM,Whirlpool,DISHWASHERS,Built-In Dishwashers,625601,Gold 24-in 51-Decibel Built-in Dishwasher (Monochromatic Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049340913.jpg,No,,429,1,429,Scratch and Dent,Front Dent
FFEF3003NW,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,304523,Freestanding 4.2-cu ft Electric Range (White) (Common: 30-in; Actual: 29.88-in),http://images.lowes.com/product/converted/012505/012505507687.jpg,No,,379,1,379,Scratch and Dent,Side Dent
