Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
LGHB2867PF,Frigidaire,REFRIGERATORS,French Door Refrigerators,493399,Gallery 27.86-cu ft French Door Refrigerator Dual Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505637483.jpg,No,,1699.0,1,1699.0,Customer Returns,
WETLV27FW,Whirlpool,SOS LAUNDRY - TOP LOAD WASHERS,Stacked Laundry Centers,819973,Electric Stacked Laundry Center with 2.5-cu ft Washer and 5.9-cu ft Dryer (White),http://images.lowes.com/product/converted/883049/883049387246.jpg,No,,1169.0,1,1169.0,Customer Returns,
RS25J500DSR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,712177,24.52-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276099453.jpg,No,,1099.0,1,1099.0,Customer Returns,
FFHS2311PF,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,488402,22.07-cu ft Side-by-Side Refrigerator with Single Ice Maker (Easycare Stainless Steel),http://images.lowes.com/product/converted/012505/012505637704.jpg,No,,899.0,1,899.0,Customer Returns,
WTW8500DC,Whirlpool,LAUNDRY,Top-Load Washers,632519,Cabrio 6.1-cu-ft High-Efficiency Top-Load Washer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049330815.jpg,No,,899.0,1,899.0,Customer Returns,
WRS322FDAW,Whirlpool,SOS REFRIGERATION,Side-by-Side Refrigerators,714641,21.2-cu ft Side-By-Side Refrigerator Single (White),http://images.lowes.com/product/converted/883049/883049244525.jpg,No,,899.0,1,899.0,Customer Returns,
DVE52M7750W,Samsung,LAUNDRY,Electric Dryer,835642,DVE52M7750W,http://images.lowes.com/product/converted/887276/887276196862.jpg,No,,809.0,1,809.0,Customer Returns,
NE59M4320SG,Samsung,FREESTANDING RANGES,Freestanding Range ,845534,SM FS ELEC RNG NE59M4320SG,http://images.lowes.com/product/converted/887276/887276197227.jpg,No,,749.0,1,749.0,Customer Returns,
MHW5500FW,Maytag,LAUNDRY,Front-Load Washers,780035,27-in 5.2-cu ft High-Efficiency Stackable Front-Load Washer Steam Cycle (White),http://images.lowes.com/product/converted/883049/883049385112.jpg,No,,749.0,1,749.0,Customer Returns,
MVWB835DW,Maytag,LAUNDRY,Top-Load Washers,670293,6.1-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049335490.jpg,No,,649.0,1,649.0,Customer Returns,
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,578.0,1,578.0,Customer Returns,
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,578.0,1,578.0,Customer Returns,
WA45M7050AW,Samsung,LAUNDRY,Front-Load Washers,835591,SM TL WASHER WA45M7050AW (-565954,http://images.lowes.com/product/converted/887276/887276196398.jpg,No,,498.0,1,498.0,Customer Returns,
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,469.0,1,469.0,Customer Returns,
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,469.0,1,469.0,Customer Returns,
HT21TS80SP,Haier,REFRIGERATORS,Top-Freezer Refrigerators,517509,20.7-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/688057/688057308357.jpg,No,,439.0,1,439.0,Customer Returns,
WDT720PADB,Whirlpool,SOS DISHWASHERS,Built-In Dishwashers,623178,Gold 24-in 51-Decibel Built-in Dishwasher (Black) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049340883.jpg,No,,359.0,1,359.0,Customer Returns,
HA10TG31SW,Haier,REFRIGERATORS,Top-Freezer Refrigerators,644614,10.11-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/688057/688057308449.jpg,No,,329.0,1,329.0,Customer Returns,
WE357A0W,Samsung,LAUNDRY,Laundry Pedestals,334996,14.2-in x 27-in White Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/036725/036725568471.jpg,No,,259.0,1,259.0,Customer Returns,
