Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,No,,3199.0,1,3199.0,Refurbished,
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,No,,3199.0,1,3199.0,Scratch and Dent,Front Dent
RF260BEAESR,Samsung,REFRIGERATORS,French Door Refrigerators,186006,25.5-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590175.jpg,No,,1999.0,1,1999.0,Scratch and Dent,Rear Dent
WRF555SDFZ,Whirlpool,REFRIGERATORS,French Door Refrigerators,714644,24.7-cu ft 3-Door French Door Refrigerator Single Ice Maker (Fingerprint Resistant Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049409238.jpg,No,wex,1599.0,1,1599.0,Refurbished,
LDG4315ST,LG,SOS RANGES,Double Oven Gas Ranges,697154,EasyClean 30-in 5-Burner 4.3-cu ft/2.6-cu ft Double Oven Convection Gas Range (Stainless Steel),http://images.lowes.com/product/converted/048231/048231319171.jpg,Yes,sos,1499.0,1,1499.0,Scratch and Dent,Side Scratch
RF260BEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276181783.jpg,No,wex,1399.0,1,1399.0,Refurbished,
FGHS2631PF,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,488404,Gallery 26-cu ft Side-by-Side Refrigerator with Single Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505636578.jpg,No,,1299.0,1,1299.0,Scratch and Dent,Side Scratch
RS25J500DSG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,730752,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276179285.jpg,No,wex,1199.0,1,1199.0,Scratch and Dent,Side Dent
WA52M8650AV,Samsung,LAUNDRY,TOP LOAD WASHER,835607,SM TL WASHER WA52M8650AV (-780065,http://images.lowes.com/product/converted/887276/887276196442.jpg,No,,999.0,1,999.0,Scratch and Dent,Rear Dent
FCM22DJWW,GE,SOS FREEZERS,Chest Freezers,708837,21.6-cu ft Chest Freezer (White),http://images.lowes.com/product/converted/084691/084691814337.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Dent
FFHS2611LB,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,153878,26-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black),http://images.lowes.com/product/converted/012505/012505699115.jpg,No,,887.0,1,887.0,Refurbished,
WM4370HKA,LG,LAUNDRY,Front-Load Washers,808113,TWINWASH Compatible 4.5-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018784.jpg,No,wex,849.0,1,849.0,Scratch and Dent,Side Dent
WFE515S0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683187,Smooth Surface Freestanding 4-Element 5.3-cu ft Self-Cleaning Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049355962.jpg,No,,699.0,1,699.0,Refurbished,
FFTR1814TW,Frigidaire,REFRIGERATORS,TOP MOUNT REFRIGERATOR,852884,18-cu-ft Top Mount refrigerator,http://images.lowes.com,No,,399.0,1,399.0,Refurbished,
FFTR1814TW,Frigidaire,REFRIGERATORS,TOP MOUNT REFRIGERATOR,852884,18-cu-ft Top Mount refrigerator,http://images.lowes.com,No,,399.0,1,399.0,Refurbished,
