Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
RF28HFEDTWW,Samsung,REFRIGERATORS,French Door Refrigerators,550808,28.07-cu ft French Door Refrigerator with Dual Ice Maker (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276958408.jpg,No,AS-IS,2799,1,2799,Customer Returns
PWE23KSKSS,GE Profile Series,REFRIGERATORS,French Door Refrigerators,656450,Profile 23.1-cu ft Counter-Depth French Door Refrigerator Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691818199.jpg,No,AS-IS,2599,1,2599,Customer Returns
LFHB2741PF,Frigidaire,REFRIGERATORS,French Door Refrigerators,493398,27.19-cu ft French Door Refrigerator with Single Ice Maker (Easycare Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505637537.jpg,No,AS-IS,1776,1,1776,Customer Returns
RF23HCEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,598752,22.5-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966106.jpg,No,AS-IS,1699,1,1699,Customer Returns
JM250DFBB,GE,SOS RANGES,Drop-In Electric Ranges,544120,27-in 3-cu ft Self-Cleaning Drop-In Electric Range (Black),http://images.lowes.com/product/converted/084691/084691254263.jpg,No,AS-IS,1399,1,1399,Customer Returns
FFHB2750TD,FRIGIDAIRE,REFRIGERATION,FRENCH-DOOR REFRIGERATOR,852875,26.8 CU FT French door Refrigerator ,http://images.lowes.com,No,AS-IS,1299,1,1299,Customer Returns
WRS588FIHZ,WHIRLPOOL,REFRIGERATION,SIDE BY SIDE REFRIGERATOR,490608,28.4 cu ft side by side refrigerator,http://images.lowes.com,No,AS-IS,1199,1,1199,Customer Returns
WRF535SWHZ,WHIRLPOOL,REFRIGERATION,French Door Refrigerators,753010,25.2 cu ft french door refrigerator,http://images.lowes.com,No,AS-IS,1099,1,1099,Customer Returns
RF260BEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276181783.jpg,No,AS-IS,999,1,999,Customer Returns
WRS321SDHZ,WHIRLPOOL,REFRIGERATION,SIDE BY SIDE REFRIGERATOR,912753,21.4. cu ft side by side refrigerator,http://images.lowes.com,No,AS-IS,999,1,999,Customer Returns
FGGC3047QB,Frigidaire,SOS APPLIANCES - BUILT INS,Gas Cooktops,480930,Gallery 5-Burner Gas Cooktop (Black) (Common: 30-in; Actual: 30-in),http://images.lowes.com/product/converted/057112/057112991542.jpg,No,AS-IS,899,1,899,Customer Returns
LFSS2312TP,FRIGIDAIRE,REFRIGERATION,SIDE BY SIDE REFRIGERATOR,852864,22-cu ft side by side refrigerator,http://images.lowes.com,No,AS-IS,798,1,798,Customer Returns
SHE863WF5N,Bosch,DISHWASHERS,DISHWASHERS,814060,BSH BI DISHWASHER SHE863WF5N,http://images.lowes.com/product/converted/825225/825225924968.jpg,No,AS-IS,719,1,719,Customer Returns
GDT695SMJES,GE,DISHWASHERS,Built-In Dishwashers,714576,45-Decibel Built-In Dishwasher with Bottle Wash Feature and Hard Food Disposer (Slate) (Common: 24-in; Actual: 23.75-in),http://images.lowes.com/product/converted/084691/084691817529.jpg,No,AS-IS,599,1,599,Customer Returns
NX58H5600SS,Samsung,FREESTANDING RANGES,Freestanding Gas Ranges,617237,5-Burner Freestanding 5.8-cu ft Convection Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.8125-in),http://images.lowes.com/product/converted/887276/887276977423.jpg,No,AS-IS,599,1,599,Customer Returns
FFTR1821TD,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852889,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,599,1,599,Customer Returns
FFTR1814TW,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852884,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,399,1,399,Customer Returns
FFTR1814TW,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852884,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,399,1,399,Customer Returns
FFTR1814TW,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852884,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,399,1,399,Customer Returns
FFTR1814TW,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852884,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,399,1,399,Customer Returns
FFTR1814TW,FRIGIDAIRE,REFRIGERATION,TOP-MOUNTVREFRIGERATOR,852884,18-cu ft top freezer refrigertor,http://images.lowes.com,No,AS-IS,399,1,399,Customer Returns
IF7KM33NW,IDYLUS,CHEST FREEZER,CHEST FREEZER,617779,7.1 cu ft ch freezer,http://images.lowes.com,No,AS-IS,158,1,158,Customer Returns
