Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF23J9011SR,Samsung,REFRIGERATORS,French Door Refrigerators,488377,22.5-cu ft 4-Door Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276088969.jpg,,,3999.0,1,3999.0,Scratch and Dent,Front Dent
RF25HMEDBSG,Samsung,REFRIGERATORS,French Door Refrigerators,714680,Flexzone 24.73-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276139760.jpg,,,3399.0,1,3399.0,Scratch and Dent,Side Dent
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,,,3199.0,1,3199.0,Scratch and Dent,Side Dent
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,,,2899.0,1,2899.0,Scratch and Dent,Side Dent
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,,,2899.0,1,2899.0,Scratch and Dent,Front Dent
GYE22HSKSS,GE,REFRIGERATORS,French Door Refrigerators,786387,22.2-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691818168.jpg,,,2899.0,1,2899.0,Scratch and Dent,Front Dent
GFE28GSKSS,GE,REFRIGERATORS,French Door Refrigerators,786385,27.8-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691819035.jpg,,,2799.0,1,2799.0,Scratch and Dent,Front Scratch
RF263TEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,751820,24.6-cu ft French Door Refrigerator with Dual Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276117799.jpg,,,2649.0,1,2649.0,Scratch and Dent,Side Dent
RF260BEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276181783.jpg,,,2199.0,1,2199.0,Scratch and Dent,Side Dent
FGHS2355PF,Frigidaire,SOS REFRIGERATION,Side-by-Side Refrigerators,496835,Gallery 22.6-cu ft Side-by-Side Refrigerator with Single Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505636455.jpg,,,1499.0,1,1499.0,Scratch and Dent,Rear Dent
JS645SLSS,GE,Slide-In Electric Ranges,Slide-In Electric Ranges,911308,GE SI EL RNG JS645SLSS,http://images.lowes.com/product/converted/084691/084691822257.jpg,,,1299.0,1,1299.0,Scratch and Dent,Top Dent
RS25J500DSR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,712177,24.52-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276099453.jpg,,,1299.0,1,1299.0,Scratch and Dent,Side Dent
RT21M6213SR,Samsung,REFRIGERATORS,Top-Freezer Refrigerators,847229,SM 21-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,,,1099.0,1,1099.0,Scratch and Dent,Side Dent
NE59J7630SG,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,751810,Smooth Surface Freestanding 5-Element 5.9-cu ft Self-Cleaning Convection Electric Range (Black Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276111926.jpg,,,1099.0,1,1099.0,Scratch and Dent,Top Scratch
NX58H5600SS,Samsung,FREESTANDING RANGES,Freestanding Gas Ranges,617237,5-Burner Freestanding 5.8-cu ft Convection Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.8125-in),http://images.lowes.com/product/converted/887276/887276977423.jpg,,,1099.0,1,1099.0,Scratch and Dent,Side Dent
LFSS2612TF,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852869,FR 25.5-CU FT LFSS2612TF(-488403,http://images.lowes.com/product/converted/012505/012505645839.jpg,,,999.0,1,999.0,Scratch and Dent,Side Dent
WFE540H0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683190,Smooth Surface Freestanding 5-Element 6.4-cu ft Self-Cleaning Convection Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049356228.jpg,,,899.0,1,899.0,Scratch and Dent,Top Dent
FFTR1821TD,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852889,FR 18-CU FT TM FFTR1821TD,http://images.lowes.com/product/converted/012505/012505644573.jpg,,,829.0,1,829.0,Scratch and Dent,Side Scratch
LFTR2021TF,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852902,FR 20.4-CU FT TM LFTR2021TF,http://images.lowes.com/product/converted/012505/012505645235.jpg,,,829.0,1,829.0,Scratch and Dent,Side Dent
LRE3061ST,LG,FREESTANDING RANGES,Freestanding Electric Ranges,784518,Smooth Surface Freestanding 5-Element 6.3-cu ft Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/048232/048232330991.jpg,,,799.0,1,799.0,Scratch and Dent,Top Scratch
NE59M4320SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,,,799.0,1,799.0,Scratch and Dent,Front Dent
NE59M4320SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,,,799.0,1,799.0,Scratch and Dent,Side Dent
LFTR1832TF,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852892,FR 18-CU FT TM LFTR1832TF(-623745,http://images.lowes.com/product/converted/012505/012505643682.jpg,,,779.0,1,779.0,Scratch and Dent,Front Dent
WRT318FZDW,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623781,18.2-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/883049/883049326948.jpg,,,649.0,1,649.0,Scratch and Dent,Side Dent
FFTR1814TW,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852884,FR 18-CU FT TM FFTR1814TW(-623739,http://images.lowes.com/product/converted/012505/012505644481.jpg,,,579.0,1,579.0,Scratch and Dent,Side Scratch
JB250GFSA,GE,SOS RANGES,Freestanding Electric Ranges,544115,Freestanding 5.3-cu ft Self-Cleaning Electric Range (Silver) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/084691/084691141914.jpg,,,499.0,1,499.0,Scratch and Dent,Side Dent
IF71CM33NW,Idylis,FREEZERS,Chest Freezers,617779,7.1-cu ft Chest Freezer (White),http://images.lowes.com/product/converted/688057/688057211541.jpg,,,198.0,1,198.0,Scratch and Dent,Side Dent
