Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF22K9381SG,Samsung,REFRIGERATION,French Door Refrigerators,712503,Food Showcase 22.1-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker and Door within Door (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276144382.jpg,,,4299.0,1,4299.0,Refurbished,Refurbished
RF28HFEDTSR,Samsung,REFRIGERATION,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,,,3099.0,1,3099.0,Refurbished,Refurbished
RF263TEAESR,Samsung,REFRIGERATION,French Door Refrigerators,185563,25.6-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590007.jpg,,,2699.0,1,2699.0,Refurbished,Refurbished
LFX25973D,LG,REFRIGERATION,French Door Refrigerators,708927,24.1-cu ft French Door Refrigerator with Dual Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/048231/048231787390.jpg,,,2599.0,1,2599.0,Refurbished,Refurbished
RF260BEAESR,Samsung,REFRIGERATION,French Door Refrigerators,186006,25.5-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590175.jpg,,,2498.0,1,2498.0,Refurbished,Refurbished
WRS588FIHV,Whirlpool,REFRIGERATION,Side-by-Side Refrigerators,753485,28.4 cu ft side by side refrigerator,https://www.lowes.com/pd/Whirlpool-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel/1000236847,,,1529.0,1,1529.0,Refurbished,Refurbished
NE59J7630SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,670657,Smooth Surface Freestanding 5-Element 5.9-cu ft Self-Cleaning Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276093697.jpg,,,1099.0,1,1099.0,Refurbished,Refurbished
WRS571CIDM,Whirlpool,REFRIGERATION,Side-by-Side Refrigerators,606747,20.6-cu ft Counter-Depth Side-By-Side Refrigerator Single (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049328652.jpg,,,1099.0,1,1099.0,Refurbished,Refurbished
WRS325FDAB,Whirlpool,REFRIGERATION,Side-by-Side Refrigerators,487725,24.5-cu ft Side-By-Side Refrigerator Single (Black),http://images.lowes.com/product/converted/883049/883049244617.jpg,,,1079.0,1,1079.0,Refurbished,Refurbished
WFE540H0EB,Whirlpool,RANGES,Freestanding Electric Ranges,534261,Smooth Surface Freestanding 5-Element 6.4-cu ft Self-Cleaning Convection Electric Range (Black) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/883049/883049356198.jpg,,,764.0,1,764.0,Refurbished,Refurbished
WRT318FZDM,Whirlpool,REFRIGERATION,Top-Freezer Refrigerators,654038,29.75-in 18.2-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049339016.jpg,,,674.0,1,674.0,Refurbished,Refurbished
JB645RKSS,GE,FREESTANDING RANGES,Freestanding Electric Ranges,784510,Smooth Surface Freestanding 5.3-cu ft Self-Cleaning Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/084691/084691819325.jpg,,,629.0,1,629.0,Refurbished,Refurbished
WFC150M0EW,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,673895,Freestanding 4 4.8-cu ft Electric Range (White) (Common: 30-in; Actual: 29.875-in),https://www.lowes.com/pd/Whirlpool-Freestanding-4-8-cu-ft-Electric-Range-White-Common-30-in-Actual-29-875-in/50382494,,,427.0,1,427.0,Refurbished,Refurbished
LFID2426TF,Frigidaire,DISHWASHER,Dishwasher,838377,54 decible built in washer,https://www.lowes.com/pd/Frigidaire-54-Decibel-Built-In-Dishwasher-EasyCare-Stainless-Steel-Common-24-in-Actual-24-in-ENERGY-STAR/1000223753,,,404.0,1,404.0,Refurbished,Refurbished
WDF330PAHW,Whirlpool,DISHWASHER,Dishwasher,838382,55 decible built in washer,https://www.lowes.com/pd/Whirlpool-55-Decibel-Built-In-Dishwasher-White-Common-24-in-Actual-23-875-in-ENERGY-STAR/1000228563,,,279.0,1,279.0,Refurbished,Refurbished
