Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,No,,2899.0,1,2899.0,Scratch and Dent,Side Scratch
RS25J500DSG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,730752,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276179285.jpg,No,,1199.0,1,1199.0,Scratch and Dent,Front Scratch
RS25J500DSR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,712177,24.52-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276099453.jpg,No,,1099.0,1,1099.0,Refurbished,
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,999.0,1,999.0,Scratch and Dent,Side Dent
GSS25GSHSS,GE,SOS REFRIGERATION,Side-by-Side Refrigerators,651362,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/084691/084691808893.jpg,No,,999.0,1,999.0,Scratch and Dent,Front Dent
RT21M6213SG,Samsung,SOS REFRIGERATION,Top-Freezer Refrigerators,690709,TopMount Refrigerator RT21M6213SG,http://images.lowes.com/product/converted/887276/887276213842.jpg,No,,949.0,1,949.0,Refurbished,
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,799.0,1,799.0,Scratch and Dent,Front Scratch
WT1501CW,LG,LAUNDRY,Top-Load Washers,745138,4.5-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015905.jpg,No,,749.0,1,749.0,Scratch and Dent,Front Dent
WFE515S0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683187,Smooth Surface Freestanding 4-Element 5.3-cu ft Self-Cleaning Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049355962.jpg,No,,699.0,1,699.0,Scratch and Dent,Side Dent
DLE7200WE,LG,LAUNDRY,Electric Dryers,845040,LG ELEC DRYER DLE7200WE (-150843),http://images.lowes.com/product/converted/048231/048231020282.jpg,No,,599.0,1,599.0,Scratch and Dent,Side Scratch
LFEF3018TB,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,848338,FR FS EL RNG LFEF3018TB(-104678),http://images.lowes.com/product/converted/012505/012505511318.jpg,No,,549.0,1,549.0,Scratch and Dent,Front Dent
GTD33EASKWW,GE,LAUNDRY,Electric Dryers,782268,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,399.0,1,399.0,Scratch and Dent,Side Scratch
GTD33EASKWW,GE,LAUNDRY,Electric Dryers,782268,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,399.0,1,399.0,Scratch and Dent,Side Dent
MVWC416FW,Maytag,LAUNDRY,Top-Load Washers,803260,4.2-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049420202.jpg,No,,399.0,1,399.0,Scratch and Dent,Side Dent
FFEF3003NW,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,304523,Freestanding 4.2-cu ft Electric Range (White) (Common: 30-in; Actual: 29.88-in),http://images.lowes.com/product/converted/012505/012505507687.jpg,No,,379.0,1,379.0,Scratch and Dent,Side Dent
WE357A0V,Samsung,LAUNDRY,Laundry Pedestals,782476,14.2-in x 27-in Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/887276/887276139043.jpg,No,,279.0,1,279.0,Scratch and Dent,Front Dent
