Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28HFEDTSR,Samsung,French Door Refrigerators,French Door Refrigerators,545256,SM28.07-CUFT RF28HFEDTSR(-350526),http://images.lowes.com/product/converted/887276/887276966076.jpg,No,,2899.0,1,2899.0,Scratch and Dent,Side Dent
RF263TEAESG,Samsung,French Door Refrigerators,French Door Refrigerators,751820,SM 24.6-CU FT 3-DR BS RF263TEAESG,http://images.lowes.com/product/converted/887276/887276117799.jpg,No,,2649.0,1,2649.0,Scratch and Dent,Front Dent
RF263TEAESG,Samsung,French Door Refrigerators,French Door Refrigerators,751820,SM 24.6-CU FT 3-DR BS RF263TEAESG,http://images.lowes.com/product/converted/887276/887276117799.jpg,No,,2649.0,1,2649.0,Scratch and Dent,Side Dent
WRX735SDHZ,Whirlpool,French Door Refrigerators,French Door Refrigerators,754716,WP 24.7-CU FT WRX735SDHZ(-480819,http://images.lowes.com/product/converted/883049/883049445533.jpg,No,,2199.0,1,2199.0,Scratch and Dent,Front Scratch
RF22KREDBSR,Samsung,French Door Refrigerators,French Door Refrigerators,780375,SM 22.4-CUFT SS RF22KREDBSR,http://images.lowes.com/product/converted/887276/887276146652.jpg,No,,2199.0,1,2199.0,Scratch and Dent,Front Dent
RF260BEAESG,Samsung,French Door Refrigerators,French Door Refrigerators,805356,SM 25.5-CU FT FD RF260BEAESG,http://images.lowes.com/product/converted/887276/887276181783.jpg,No,,2199.0,1,2199.0,Scratch and Dent,Rear Dent
LSXS26386D,LG,Side-by-Side Refrigerators,Side-by-Side Refrigerators,708951,LG 26.1-CU FT LSXS26386D,http://images.lowes.com/product/converted/048231/048231787369.jpg,No,,1999.0,1,1999.0,Scratch and Dent,Front Dent
LSXS26386D,LG,Side-by-Side Refrigerators,Side-by-Side Refrigerators,708951,LG 26.1-CU FT LSXS26386D,http://images.lowes.com/product/converted/048231/048231787369.jpg,No,,1999.0,1,1999.0,Scratch and Dent,Front Scratch
RF25HMEDBSG,Samsung,French Door Refrigerators,French Door Refrigerators,714680,SM 24.73-CU FT FD RF25HMEDBSG,http://images.lowes.com/product/converted/887276/887276139760.jpg,No,,1899.0,1,1899.0,Scratch and Dent,Front Scratch
GFE28GMKES,GE,French Door Refrigerators,French Door Refrigerators,786384,GE 27.8-CU FT GFE28GMKES(-632275),http://images.lowes.com/product/converted/084691/084691819028.jpg,No,,1699.0,1,1699.0,Scratch and Dent,Side Scratch
LFSS2612TF,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852869,FR 25.5-CU FT LFSS2612TF(-488403,http://images.lowes.com/product/converted/012505/012505645839.jpg,No,,999.0,1,999.0,Scratch and Dent,Front Scratch
WFG520S0FS,WHIRLPOOL,Freestanding Gas Ranges,Freestanding Gas Ranges,820511,SOS WP GAS FS RNG WFG520S0FS,http://images.lowes.com/product/converted/883049/883049411453.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Dent
LFSS2612TP,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852867,FR 25.5-CU FT LFSS2612TP(-72092,http://images.lowes.com/product/converted/012505/012505645822.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Scratch
LFSS2612TP,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852867,FR 25.5-CU FT LFSS2612TP(-72092,http://images.lowes.com/product/converted/012505/012505645822.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Dent
LFSS2612TP,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852867,FR 25.5-CU FT LFSS2612TP(-72092,http://images.lowes.com/product/converted/012505/012505645822.jpg,No,,899.0,1,899.0,Scratch and Dent,Rear Dent
RT21M6213SR,Samsung,Top-Freezer Refrigerators,Top-Freezer Refrigerators,847229,SM 21.1-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,No,,749.0,1,749.0,Scratch and Dent,Front Dent
LFEF3054TF,Frigidaire,Freestanding Electric Ranges,Freestanding Electric Ranges,848340,FR FS EL RNG LFEF3054TF(-579999),http://images.lowes.com/product/converted/012505/012505511332.jpg,No,,699.0,1,699.0,Scratch and Dent,Side Dent
WRT314TFDB,Whirlpool,Top-Freezer Refrigerators,Top-Freezer Refrigerators,623778,WP 14.33-CU FT WRT314TFDB,http://images.lowes.com/product/converted/883049/883049359342.jpg,No,,549.0,1,549.0,Scratch and Dent,Side Scratch
NE59M4320SS,Samsung,Freestanding Electric Ranges,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,,549.0,1,549.0,Scratch and Dent,Front Scratch
RT18M6213WW,Samsung,Top-Freezer Refrigerators,Top-Freezer Refrigerators,847230,SM 17.6-CU FT TM RT18M6213WW,http://images.lowes.com/product/converted/887276/887276213835.jpg,No,,549.0,1,549.0,Scratch and Dent,Front Scratch
WDT750SAHZ,Whirlpool,Built-In Dishwashers,Built-In Dishwashers,838387,WP DW BI WDT750SAHZ 47 DB,http://images.lowes.com/product/converted/883049/883049431857.jpg,No,,499.0,1,499.0,Scratch and Dent,Side Dent
WDT750SAHZ,Whirlpool,Built-In Dishwashers,Built-In Dishwashers,838387,WP DW BI WDT750SAHZ 47 DB,http://images.lowes.com/product/converted/883049/883049431857.jpg,No,,499.0,1,499.0,Scratch and Dent,Rear Dent
NE59M4310SS,Samsung,Freestanding Electric Ranges,Freestanding Electric Ranges,838770,SM FS EL RNG NE59M4310SS(-780429),http://images.lowes.com/product/converted/887276/887276197197.jpg,No,,449.0,1,449.0,Scratch and Dent,Side Scratch
DW80J3020US,Samsung,Built-In Dishwashers,Built-In Dishwashers,668411,SM DISHWASHER DW80J3020US(-146327,http://images.lowes.com/product/converted/887276/887276105529.jpg,No,,399.0,1,399.0,Scratch and Dent,Front Dent
FFEF3003NW,Frigidaire,Freestanding Electric Ranges,Freestanding Electric Ranges,304523,FR ELEC FS RNG FFEF3003NW(210640),http://images.lowes.com/product/converted/012505/012505507687.jpg,No,,379.0,1,379.0,Scratch and Dent,Side Dent
FFBD2406NW,Frigidaire,Built-In Dishwashers,Built-In Dishwashers,175050,FR 24 DISHWASHER FFBD2406NW,http://images.lowes.com/product/converted/012505/012505113185.jpg,No,,319.0,1,319.0,Scratch and Dent,Front Dent
DW80M2020US,Samsung,Built-In Dishwashers,Built-In Dishwashers,838390,SM DW DW80M2020US,http://images.lowes.com/product/converted/887276/887276196381.jpg,No,,319.0,1,319.0,Scratch and Dent,Front Dent
