Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
FFTR2021TB,Frigidaire,REFRIGERATORS,TOP-MOUNT,852903,20.4 CU FT TM REFRIGERATOR,http://images.lowes.com,No,,549,15,8235,Scratch and Dent
RF25HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,511090,24.73-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966069.jpg,No,,3199,1,3199,Scratch and Dent
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,No,,3199,1,3199,Scratch and Dent
RF28HFEDTSR,Samsung,REFRIGERATORS,French Door Refrigerators,545256,28.07-cu ft French Door Refrigerator with Dual Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966076.jpg,No,,2899,1,2899,Scratch and Dent
LFX28968SB,LG,REFRIGERATORS,French Door Refrigerators,494036,26.8-cu ft French Door Refrigerator with Single Ice Maker (Smooth Black) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231784429.jpg,No,,2599,1,2599,Scratch and Dent
RF23J9011SR,Samsung,REFRIGERATORS,French Door Refrigerators,488377,22.5-cu ft 4-Door Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276088969.jpg,No,,2399,1,2399,Scratch and Dent
LFX21976ST,LG,REFRIGERATORS,French Door Refrigerators,847740,19.8-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231783538.jpg,No,,1799,1,1799,Scratch and Dent
LXLFX259730,LG,REFRIGERATORS,Side-by-Side Refrigerators,708927,24.1 cu ft french door  refrigator,http;//images.lowes.com,No,,1699,1,1699,Scratch and Dent
WRF560SMYW,Whirlpool,REFRIGERATORS,French Door Refrigerators,567345,19.7-cu ft 3-Door French Door Refrigerator Single Ice Maker (White),http://images.lowes.com/product/converted/883049/883049243962.jpg,No,,1399,1,1399,Scratch and Dent
WRS588FIHV,WHIRLPOOL,REFRIGERATORS,Side-by-Side Refrigerators,753485,28.4cuft side-by-side refrigerator,http;//images.lowes.com,No,,1299,1,1299,Scratch and Dent
RF26OBEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5- cu ft fd refrigator,http;//images.lowes.com,No,,1099,1,1099,Scratch and Dent
LGEF3046TD,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,848343,FR FS ELEC RNG LGEF3046TD,http://images.lowes.com/product/converted/012505/012505511707.jpg,No,,1099,1,1099,Scratch and Dent
NE59M685OSS,samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845533,smooth surface 5 element ,http;//images.lowes.com,No,,1099,1,1099,Scratch and Dent
GSS25GSHSS,GE,SOS REFRIGERATION,Side-by-Side Refrigerators,651362,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/084691/084691808893.jpg,No,,999,1,999,Scratch and Dent
RS25J500DSR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,712177,24.52-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/887276/887276099453.jpg,No,,999,1,999,Scratch and Dent
WRS322FDAW,Whirlpool,SOS REFRIGERATION,Side-by-Side Refrigerators,714641,21.2-cu ft Side-By-Side Refrigerator Single (White),http://images.lowes.com/product/converted/883049/883049244525.jpg,No,,899,1,899,Scratch and Dent
FGEF3035RF,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,561518,Gallery Smooth Surface Freestanding 5-Element 5.7-cu ft Self-Cleaning Convection Electric Range (Smudge-Proof Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/012505/012505510236.jpg,No,,899,1,899,Scratch and Dent
NE59M4320SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,,799,1,799,Scratch and Dent
NE59J763OSS,Samsung,RANGE,Freestanding Electric Ranges,670657,smooyh surface freestanding 5- element,http;//images.lowes.com,No,,679,1,679,Scratch and Dent
SHX5AVFUC,BOSCH,DISHWASHER,BUILT IN DISHWASHER,737032,46 -decbel built in dishwasher,http;//images.lowes.com,No,,629,1,629,Scratch and Dent
WRT311FZDW,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623784,20.5-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/883049/883049303192.jpg,No,,599,1,599,Scratch and Dent
KDFE104DSS,KitchenAid,DISHWASHERS,Built-In Dishwashers,569064,24-in 46-Decibel Built-in Dishwasher (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049292717.jpg,No,,599,1,599,Scratch and Dent
WFE540H0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683190,Smooth Surface Freestanding 5-Element 6.4-cu ft Self-Cleaning Convection Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049356228.jpg,No,,579,1,579,Scratch and Dent
WRT318FZDW,Whirlpool,SOS REFRIGERATION,Top-Freezer Refrigerators,623781,29.75-in 18.2-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (White),http://images.lowes.com/product/converted/883049/883049326948.jpg,No,,499,1,499,Scratch and Dent
JB645RKSS,GE,FREESTANDING RANGES,Freestanding Electric Ranges,784510,Smooth Surface Freestanding 5.3-cu ft Self-Cleaning Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/084691/084691819325.jpg,No,,499,1,499,Scratch and Dent
