Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
RF28JBEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,692023,Food Showcase 27.8-cu ft French Door Refrigerator with Single Ice Maker and Door Within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276142364.jpg,No,,2299.0,1,2299.0,Scratch and Dent,Front Dent
RF28HMEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,545257,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966052.jpg,No,,1999.0,1,1999.0,Scratch and Dent,Front Dent
GFE28GSKSS,GE,REFRIGERATORS,French Door Refrigerators,786385,27.8-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691819035.jpg,No,,1799.0,1,1799.0,Scratch and Dent,Side Dent
LFX21976ST,LG,REFRIGERATORS,French Door Refrigerators,847740,19.8-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231783538.jpg,No,,1799.0,1,1799.0,Scratch and Dent,Front Dent
RH25H5611SR,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,648958,Food ShowCase 24.7-cu ft Side-by-Side Refrigerator with Single Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276073446.jpg,No,,1499.0,1,1499.0,Scratch and Dent,Side Dent
RS25H5111SG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,723983,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276164526.jpg,No,,1399.0,1,1399.0,Scratch and Dent,Side Dent
WRS342FIAW,Whirlpool,SOS REFRIGERATION,Side-by-Side Refrigerators,514713,21.3-cu ft Side-By-Side Refrigerator Single (White),http://images.lowes.com/product/converted/883049/883049250434.jpg,No,,1349.0,1,1349.0,Scratch and Dent,Side Dent
WRF535SWHZ,Whirlpool,REFRIGERATORS,French Door Refrigerators,753010,Whirlpool 25.2-cu ft French Door Refrigerator with Single Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR ,https://www.lowes.com/pd/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-with-Single-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000228559,No,,1199.0,1,1199.0,Scratch and Dent,Side Dent
GSE25HGHWW,GE,REFRIGERATORS,Side-by-Side Refrigerators,623761,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (White) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691260882.jpg,No,,1199.0,1,1199.0,Scratch and Dent,Front Dent
GSE25HMHES,GE,REFRIGERATORS,Side-by-Side Refrigerators,623763,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (Slate) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691261049.jpg,No,,1199.0,1,1199.0,Scratch and Dent,Side Dent
RF260BEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276181783.jpg,No,,1099.0,1,1099.0,Scratch and Dent,Side Dent
WRB322DMBM,Whirlpool,REFRIGERATORS,Bottom-Freezer Refrigerators,51877,22.07-cu ft Bottom-Freezer Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288505.jpg,No,,1099.0,1,1099.0,Scratch and Dent,Side Dent
RS25J500DSG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,730752,Samsung 24.5-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel) ,https://www.lowes.com/pd/Samsung-24-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1000116169,No,,999.0,1,999.0,Scratch and Dent,Side Dent
WRS588FIHV,Whirlpool,REFRIGERATORS,Side-by-Side Refrigerators,753485,Whirlpool 28.4-cu ft Side-By-Side Refrigerator Single (Black Stainless Steel) ,https://www.lowes.com/pd/Whirlpool-28-4-cu-ft-Side-By-Side-Refrigerator-Single-Black-Stainless-Steel/1000236847,No,,999.0,1,999.0,Scratch and Dent,Side Dent
RT21M6213SR,Samsung,REFRIGERATORS,Top-Freezer Refrigerators,847229,SM 21-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,No,,849.0,1,849.0,Scratch and Dent,Side Dent
RT21M6213SR,Samsung,REFRIGERATORS,Top-Freezer Refrigerators,847229,SM 21-CU FT TM RT21M6213SR,http://images.lowes.com/product/converted/887276/887276213859.jpg,No,,849.0,1,849.0,Scratch and Dent,Front Dent
LFTR2032TF,Frigidaire,REFRIGERATORS,Top-Freezer Refrigerators,852899,Frigidaire 20.4-cu ft Top-Freezer Refrigerator (EasyCare Stainless Steel) ,https://www.lowes.com/pd/Frigidaire-20-4-cu-ft-Top-Freezer-Refrigerator-EasyCare-Stainless-Steel/1000259439,No,,791.0,1,791.0,Scratch and Dent,Side Dent
WDT970SAHZ,Whirlpool,Dishwasher,Dishwasher ,728597,Whirlpool 47-Decibel Built-In Dishwasher (Fingerprint Stainless Steel) (Common: 24-in; Actual: 23.875-in) ENERGY STAR ,https://www.lowes.com/pd/Whirlpool-47-Decibel-Built-In-Dishwasher-Fingerprint-Stainless-Steel-Common-24-in-Actual-23-875-in-ENERGY-STAR/1000237545,No,,719.0,1,719.0,Scratch and Dent,Front Dent
WRT311FZDM,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623786,20.5-cu ft Top-Freezer Refrigerator (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049322711.jpg,No,,699.0,1,699.0,Scratch and Dent,Side Dent
LFFH20F3QW,Frigidaire,FREEZERS,Upright Freezers,637401,20.2-cu ft Frost-Free Upright Freezer (White) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505218491.jpg,No,,599.0,1,599.0,Scratch and Dent,Rear Dent
LFFH20F3QW,Frigidaire,FREEZERS,Upright Freezers,637401,20.2-cu ft Frost-Free Upright Freezer (White) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505218491.jpg,No,,599.0,1,599.0,Scratch and Dent,Front Dent
NE59M4320SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,,579.0,1,579.0,Scratch and Dent,Side Dent
