Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
LMXC23796S,LG,SOS REFRIGERATION,French Door Refrigerators,852788,Instaview 22.7-cu ft 4-Door Counter-Depth French Door Refrigerator Single Ice Maker Door Within Door (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231788861.jpg,No,67590794,2999.0,1,2999.0,New,New
LFXS30766D,LG,SOS REFRIGERATION,French Door Refrigerators,481224,29.6-cu ft French Door Refrigerator with Single Ice Maker and Door within Door (Black Stainless) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786997.jpg,No,63254741,2599.0,1,2599.0,New,New
LMXS27626S,LG,REFRIGERATORS,French Door Refrigerators,637317,26.7-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231786690.jpg,No,66838987,2519.0,1,2519.0,New,New
RF23HCEDBSR,Samsung,REFRIGERATORS,French Door Refrigerators,598752,22.5-cu ft Counter-Depth French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276966106.jpg,No,67848597,1999.0,1,1999.0,New,New
NV51K6650SS,Samsung,SOS APPLIANCES - BUILT INS,Single Electric Wall Ovens,732189,Steam Cook Convection Single Electric Wall Oven (Stainless Steel) (Common: 30-in; Actual 28.75-in),http://images.lowes.com/product/converted/887276/887276184029.jpg,No,67886817,1869.0,1,1869.0,New,New
DLEX9500K,LG,SOS LAUNDRY - DRYERS,Electric Dryers,796667,SIGNATURE 9-cu ft Electric Dryer with Steam Cycle (Black Stainless Steel),http://images.lowes.com/product/converted/048231/048231017046.jpg,No,67344514,1799.0,1,1799.0,New,New
LSXC22426S,LG,SOS REFRIGERATION,SIDE BY SIDE REFRIGERATOR,534182,LG 21.9-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),https://www.lowes.com/pd/LG-21-9-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000225759,No,67079949,1499.0,1,1499.0,New,New
LDE4415ST,LG,SOS RANGES,Double Oven Electric Ranges,697156,EasyClean 30-in Smooth Surface 5 4.3-cu ft/3-cu ft Double Oven Convection Electric Range (Stainless Steel),http://images.lowes.com/product/converted/048231/048231319188.jpg,No,63921495,1399.0,1,1399.0,New,New
LFCS25426D,LG,SOS REFRIGERATION,French Door Refrigerators,730754,25.4-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/048231/048231787710.jpg,No,65380691,1399.0,1,1399.0,New,New
WGG555S0BS,Whirlpool,FREESTANDING RANGES,Double Oven Gas Ranges,631886,30-in 3.9-cu ft/2.1-cu ft Self Cleaning Double Oven Gas Range (Stainless Steel),http://images.lowes.com/product/converted/883049/883049287706.jpg,No,NON STOCK,1349.0,1,1349.0,New,New
DV56H9000EP,Samsung,LAUNDRY,Electric Dryers,565943,9.5-cu ft Electric Dryer with Steam Cycle (Platinum),http://images.lowes.com/product/converted/887276/887276963457.jpg,No,NON STOCK,1199.0,1,1199.0,New,New
RF260BEAEBC,Samsung,REFRIGERATORS,French Door Refrigerators,186008,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590199.jpg,No,64051776,1099.0,1,1099.0,New,New
DLGX4271V,LG,LAUNDRY,Gas Dryers,599250,7.4-cu ft Stackable Gas Dryer with Steam Cycle (Graphite Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231014502.jpg,No,NON STOCK,1079.0,1,1079.0,New,New
LDP6797ST,LG,SOS DISHWASHERS,Built-In Dishwashers,740473,Quadwash 44-Decibel Built-in Dishwasher (Stainless Steel) (Common: 24-in; Actual: 23.75-in) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231022156.jpg,No,67743201,719.0,1,719.0,New,New
LFEF3048QF,Frigidaire,FREESTANDING RANGES,Freestanding Electric Ranges,579999,Smooth Surface Freestanding 4-Element 5.3-cu ft Self-Cleaning Electric Range (Easycare Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/012505/012505509858.jpg,No,NON STOCK,629.0,1,629.0,New,New
NE59M4320SS,Samsung,FREESTANDING RANGES,FREE STANDING RANGE,845535,SM FS ELEC RNG NE59M4320SS,http://images.lowes.com/product/converted/887276/887276197234.jpg,No,68166210,599.0,1,599.0,New,New
ME21H706MQS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,651033,2.1-cu ft Over-The-Range Microwave Sensor Cooking Controls (Stainless Steel) 30-Inch,http://images.lowes.com/product/converted/887276/887276048789.jpg,No,68134392,480.0,1,480.0,New,New
FCM7SKWW,GE,SOS FREEZERS,Chest Freezers,688378,7-cu ft Chest Freezer (White),http://images.lowes.com/product/converted/084691/084691820697.jpg,No,59387129,229.0,1,229.0,New,New
WE272NV,Samsung,LAUNDRY,Pedestal,857419,Samsung Flex System 6.125-in x 27-in Universal Laundry Pedestal,https://www.lowes.com/pd/Samsung-Flex-System-6-125-in-x-27-in-Universal-Laundry-Pedestal/1000228411,No,67360048,140.4,1,140.4,New,New
