Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
GUD27ESSJWW,GE,LAUNDRY,Stacked Laundry Centers,689427,Electric Stacked Laundry Center with 3.2-cu ft Washer and 5.9-cu ft Dryer (White),http://images.lowes.com/product/converted/084691/084691809579.jpg,No,WEX,1259.0,1,1259.0,Refurbished,Refurbished
WGD8500DC,Whirlpool,LAUNDRY,Gas Dryers,632528,Cabrio 8.8-cu ft Gas Dryer Steam Cycles (Chrome Shadow),http://images.lowes.com/product/converted/883049/883049332413.jpg,No,WEX,849.0,1,849.0,Scratch and Dent,Side Dent
DVE50M7450P,,LAUNDRY,Electric Dryers,728280,Samsung 7.4-cu ft Electric Dryer (Platinum) ,https://www.lowes.com/pd/Samsung-7-4-cu-ft-Electric-Dryer-Platinum/1000236813,Yes,SOS,809.0,1,809.0,Refurbished,Refurbished
WA52M8650AV,Samsung,LAUNDRY,Front-Load Washers,835607,SM TL WASHER WA52M8650AV (-780065,http://images.lowes.com/product/converted/887276/887276196442.jpg,No,,749.0,1,749.0,Scratch and Dent,Rear Dent
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,LG TL WASHER WT7200CW (-481181),http://images.lowes.com/product/converted/048231/048231020275.jpg,No,,719.0,1,719.0,Refurbished,Refurbished
WT7200CW,LG,LAUNDRY,Top-Load Washers,845039,LG TL WASHER WT7200CW (-481181),http://images.lowes.com/product/converted/048231/048231020275.jpg,No,,719.0,1,719.0,Refurbished,Refurbished
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,699.0,1,699.0,Scratch and Dent,Side Dent
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,699.0,1,699.0,Refurbished,Refurbished
WT1501CW,LG,LAUNDRY,Top-Load Washers,745138,4.5-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015905.jpg,No,,674.0,1,674.0,Refurbished,Refurbished
DLE1501W,LG,LAUNDRY,Electric Dryers,745139,7.3-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015912.jpg,No,,674.0,1,674.0,Scratch and Dent,Side Dent
