Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
DV42H5200EF,Samsung,LAUNDRY,Electric Dryers,565990,7.5-cu ft Stackable Electric Dryer with Steam Cycle (Merlot),http://images.lowes.com/product/converted/887276/887276963198.jpg,No,,999.0,1,999.0,Scratch and Dent,Rear Dent
WF45M5500AZ,Samsung,LAUNDRY,Front-Load Washers,835573,SM FL WASHER WF45M5500AZ (-780059,http://images.lowes.com/product/converted/887276/887276201634.jpg,No,,999.0,1,999.0,Scratch and Dent,Rear Dent
WF42H5200AF,Samsung,LAUNDRY,Front-Load Washers,565989,4.2-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (Merlot) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962986.jpg,No,,999.0,1,999.0,Scratch and Dent,Rear Dent
WF42H5200AW,Samsung,LAUNDRY,Front-Load Washers,565997,4.2-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962993.jpg,No,,899.0,1,899.0,Scratch and Dent,Top Scratch
DLEX3370W,LG,LAUNDRY,Electric Dryers,640799,7.4-cu ft Stackable Electric Dryer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231014069.jpg,No,,809.0,1,809.0,Scratch and Dent,Rear Dent
DLEX317OW,SAMSUNG,LAUNDRY,Electric Dryers,645121,7.4 CU FT STACKABLEELECTRIC DRYER,http://images.lowes.com,No,,799.0,1,799.0,Scratch and Dent,Side Dent
DLEX317OW,LG,LAUNDRY,Electric Dryers,645121,7.4 CU  FT STACKABLE ELECTRIC DRYER,http://images.lowes.com,No,,799.0,1,799.0,Scratch and Dent,Side Dent
DLEX317OW,SAMSUNG,LAUNDRY,Electric Dryers,645121,7.4 CU FT STACKABLEELECTRIC DRYER,http://images.lowes.com,No,,799.0,1,799.0,Scratch and Dent,Top Scratch
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,799.0,1,799.0,Scratch and Dent,Side Dent
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,No,,629.0,1,629.0,Scratch and Dent,Front Dent
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,No,,499.0,1,499.0,Scratch and Dent,Side Scratch
WED4815EW,Whirlpool,LAUNDRY,Electric Dryers,670009,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348247.jpg,No,,499.0,1,499.0,Scratch and Dent,Side Dent
RED4516FW,Roper,LAUNDRY,Electric Dryers,794809,6.5-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049414768.jpg,No,,399.0,1,399.0,Scratch and Dent,Side Scratch
GTD33EASKWW,GE,LAUNDRY,Electric Dryers,782268,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,399.0,1,399.0,Scratch and Dent,Front Scratch
MEDC215EW,Maytag,LAUNDRY,Electric Dryers,670008,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348469.jpg,No,,398.0,1,398.0,Scratch and Dent,Side Dent
WE357A0Z,Samsung,LAUNDRY,Laundry Pedestals,782477,14.2-in x 27-in Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/887276/887276139050.jpg,No,WEX,279.0,1,279.0,Scratch and Dent,Top Dent
WE357A0Z,Samsung,LAUNDRY,Laundry Pedestals,782477,14.2-in x 27-in Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/887276/887276139050.jpg,No,WEX,279.0,1,279.0,Scratch and Dent,Top Dent
WE357A0W,Samsung,LAUNDRY,Laundry Pedestals,334996,14.2-in x 27-in White Laundry Pedestal with Storage Drawer,http://images.lowes.com/product/converted/036725/036725568471.jpg,No,WEX,229.0,1,229.0,Scratch and Dent,Side Dent
