Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
WV60M9900AV,SAMSUNG,LAUNDRY,Front-Load Washers,740399,flex-wash6-cu ft fl washer,http://images.lowes.com,No,wex,1398,1,1398,Scratch and Dent,Side Dent
MEDB855DC,Maytag,LAUNDRY,Electric Dryers,844775,8.8-cu ft Electric Dryer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049332260.jpg,No,,1199,1,1199,Scratch and Dent,Side Dent
WF42H5200AF,Samsung,LAUNDRY,Front-Load Washers,565989,4.2-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (Merlot) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962986.jpg,No,,999,1,999,Scratch and Dent,Side Dent
DV42H5200EF,Samsung,LAUNDRY,Electric Dryers,565990,7.5-cu ft Stackable Electric Dryer with Steam Cycle (Merlot),http://images.lowes.com/product/converted/887276/887276963198.jpg,No,,999,1,999,Scratch and Dent,Side Dent
DV42H5200EW,Samsung,LAUNDRY,Electric Dryers,565998,7.5-cu ft Stackable Electric Dryer with Steam Cycle (White),http://images.lowes.com/product/converted/887276/887276963211.jpg,No,,899,1,899,Scratch and Dent,Side Dent
WTW8500DC,Whirlpool,LAUNDRY,Top-Load Washers,632519,Cabrio 6.1-cu-ft High-Efficiency Top-Load Washer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049330815.jpg,No,,899,1,899,Scratch and Dent,Side Dent
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,799,1,799,Scratch and Dent,Side Dent
DV42H5000EW,Samsung,LAUNDRY,Electric Dryers,566002,7.5-cu ft Stackable Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963167.jpg,No,,799,1,799,Scratch and Dent,Side Dent
WF42H5000AW,Samsung,LAUNDRY,Front-Load Washers,566001,4.2-cu ft High-Efficiency Stackable Front-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276962887.jpg,No,,799,1,799,Scratch and Dent,Side Dent
DV42H5000EW,Samsung,LAUNDRY,Electric Dryers,566002,7.5-cu ft Stackable Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963167.jpg,No,,799,1,799,Scratch and Dent,Side Dent
DLE1501W,LG,LAUNDRY,Electric Dryers,745139,7.3-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015912.jpg,No,,749,1,749,Scratch and Dent,Side Dent
WT1501CW,LG,LAUNDRY,Top-Load Washers,745138,4.5-cu ft High-Efficiency Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231015905.jpg,No,,749,1,749,Scratch and Dent,Side Dent
DLE7200WE,LG,LAUNDRY,Electric Dryers,845040,LG ELEC DRYER DLE7200WE (-150843),http://images.lowes.com/product/converted/048231/048231020282.jpg,No,,719,1,719,Scratch and Dent,Side Scratch
WF45K6500AW,Samsung,LAUNDRY,Front-Load Washers,714772,AddWash 4.5-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276138138.jpg,No,sos,699,1,699,Scratch and Dent,Side Dent
DV45H7000EW,Samsung,LAUNDRY,Electric Dryers,565955,7.4-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/887276/887276963877.jpg,No,,699,1,699,Scratch and Dent,Side Dent
WA45M7050AW,Samsung,LAUNDRY,Top-Load Washers,835591,SM TL WASHER WA45M7050AW (-565954,http://images.lowes.com/product/converted/887276/887276196398.jpg,No,,699,1,699,Scratch and Dent,Side Scratch
WED8000DW,Whirlpool,LAUNDRY,Electric Dryers,670012,8.8-cu ft Electric Dryer (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049332345.jpg,No,,649,1,649,Scratch and Dent,Side Scratch
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,No,,629,1,629,Scratch and Dent,Front Scratch
MEDX655DW,Maytag,LAUNDRY,Electric Dryers,629998,Bravos 7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049332239.jpg,No,,629,1,629,Scratch and Dent,Side Dent
MVWX655DW,Maytag,LAUNDRY,Top-Load Washers,637743,Bravo 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330846.jpg,No,,629,1,629,Scratch and Dent,Side Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,539,1,539,Scratch and Dent,Front Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,539,1,539,Scratch and Dent,Side Dent
GTW460ASJWW,GE,LAUNDRY,Top-Load Washers,751710,4.2-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/084691/084691812005.jpg,No,,539,1,539,Scratch and Dent,Side Dent
GTW485ASJWS,GE,LAUNDRY,Top-Load Washers,751713,4.9-cu ft Top-Load Washer (White) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691810711.jpg,No,,499,1,499,Scratch and Dent,Side Dent
WA40J3000AW,Samsung,LAUNDRY,Top-Load Washers,669552,4-cu ft Top-Load Washer (White),http://images.lowes.com/product/converted/887276/887276086989.jpg,No,,494,1,494,Scratch and Dent,Side Dent
WTW5000DW,Whirlpool,LAUNDRY,Top-Load Washers,629986,Cabrio 5-cu-ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049330839.jpg,No,,469,1,469,Scratch and Dent,Front Scratch
MEDC215EW,Maytag,LAUNDRY,Electric Dryers,670008,7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049348469.jpg,No,,429,1,429,Scratch and Dent,Side Dent
RTW4516FW,Roper,LAUNDRY,Top-Load Washers,794808,3.5-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049415710.jpg,No,,399,1,399,Scratch and Dent,Rear Dent
RTW4516FW,Roper,LAUNDRY,Top-Load Washers,794808,3.5-cu ft High-Efficiency Top-Load Washer (White),http://images.lowes.com/product/converted/883049/883049415710.jpg,No,,399,1,399,Scratch and Dent,Side Dent
GTD33EASKWW,GE,LAUNDRY,Electric Dryers,782268,7.2-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/084691/084691819486.jpg,No,,49,1,49,Scratch and Dent,Side Dent
