Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
DLEX7600KE,LG,SOS LAUNDRY - DRYERS,Electric Dryers,809706,7.3-cu ft Electric Dryer with Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231016735.jpg,Yes,,1199.0,1,1199.0,Refurbished,
GUD27ESSJWW,GE,LAUNDRY,Stacked Laundry Centers,689427,Electric Stacked Laundry Center with 3.2-cu ft Washer and 5.9-cu ft Dryer (White),http://images.lowes.com/product/converted/084691/084691809579.jpg,No,wex,1169.0,1,1169.0,Refurbished,
WT7600HKA,LG,LAUNDRY,Top-Load Washers,780238,5.2-cu ft High-Efficiency Top-Load Washer (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231017060.jpg,No,,1079.0,1,1079.0,Refurbished,
WT7600HKA,LG,LAUNDRY,Top-Load Washers,780238,5.2-cu ft High-Efficiency Top-Load Washer (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231017060.jpg,No,,1079.0,1,1079.0,Refurbished,
WF45M5500AZ,Samsung,LAUNDRY,Front-Load Washers,835573,SM FL WASHER WF45M5500AZ (-780059,http://images.lowes.com/product/converted/887276/887276201634.jpg,No,,999.0,1,999.0,Refurbished,
WA52M7750AV,Samsung,LAUNDRY,Top-Load Washers,844404,SM TL WASHER WA52M7750AV (-669549,http://images.lowes.com/product/converted/887276/887276196428.jpg,No,,999.0,1,999.0,Refurbished,
DVE45M5500Z,Samsung,LAUNDRY,Electric Dryers,835574,SM E DRYER DVE45M5500Z (-780060,http://images.lowes.com/product/converted/887276/887276202464.jpg,No,,999.0,1,999.0,Refurbished,
MEDX655DW,Maytag,LAUNDRY,Electric Dryers,629998,Bravos 7-cu ft Electric Dryer (White),http://images.lowes.com/product/converted/883049/883049332239.jpg,No,,899.0,1,899.0,Refurbished,
WTW8500DC,Whirlpool,LAUNDRY,Top-Load Washers,632519,Cabrio 6.1-cu-ft High-Efficiency Top-Load Washer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049330815.jpg,No,,899.0,1,899.0,Refurbished,
WM3270CW,LG,LAUNDRY,Front-Load Washers,794816,LG FL WASHER WM3270CW (-645120),http://images.lowes.com/product/converted/048231/048231017527.jpg,No,,799.0,1,799.0,Refurbished,
