Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
HDI8054U,Bosch,APPLIANCE FLOOR DISPLAYS,Single Oven Dual Fuel Ranges,605391,800 Series 5-Burner Self-Cleaning Convection Single Oven Dual Fuel Range (Stainless Steel) (Common: 30-in; Actual 31.25-in),http://images.lowes.com/product/converted/825225/825225907091.jpg,No,,2499.0,1,2499.0,Scratch and Dent,Side Dent
RF28HMEDBBC,Samsung,SOS REFRIGERATION,French Door Refrigerators,580487,28.15-cu ft 4-Door French Door Refrigerator with Single Ice Maker (Black) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276967585.jpg,No,,1799.0,1,1799.0,Scratch and Dent,Side Scratch
WM3488HW,LG,APPLIANCE FLOOR DISPLAYS,Combination Washers & Dryers,726588,2.3-cu ft Ventless Combination Washer and Dryer,http://images.lowes.com/product/converted/048231/048231016988.jpg,No,,1599.0,1,1599.0,Scratch and Dent,Rear Dent
GSE25HSHSS,GE,REFRIGERATORS,Side-by-Side Refrigerators,623762,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691260905.jpg,No,,1599.0,1,1599.0,Scratch and Dent,Front Dent
RF263BEAESR,Samsung,SOS REFRIGERATION,French Door Refrigerators,580483,25.6-cu ft French Door Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/036725/036725590045.jpg,No,,1399.0,1,1399.0,Scratch and Dent,Side Dent
RS25H5111SG,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,723983,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276164526.jpg,No,,1199.0,1,1199.0,Scratch and Dent,Front Dent
RF260BEAESG,Samsung,REFRIGERATORS,French Door Refrigerators,730693,25.5-cu ft French Door Refrigerator with Single Ice Maker (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276181783.jpg,No,,999.0,1,999.0,Scratch and Dent,Side Dent
WRB322DMBM,Whirlpool,REFRIGERATORS,Bottom-Freezer Refrigerators,51877,22.07-cu ft Bottom-Freezer Refrigerator with Single Ice Maker (Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049288505.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Dent
SHXM78W52N,Bosch,SOS DISHWASHERS,Built-In Dishwashers,836301,800 Series 24-in 42-Decibel Built-in Dishwasher (White) ENERGY STAR,http://images.lowes.com/product/converted/825225/825225922995.jpg,No,,899.0,1,899.0,Scratch and Dent,Side Dent
SHE863WF5N,Bosch,DISHWASHERS,DISHWASHERS,814060,BSH BI DISHWASHER SHE863WF5N,http://images.lowes.com/product/converted/825225/825225924968.jpg,No,,719.0,1,719.0,Scratch and Dent,Front Dent
GTS21FGKWW,GE,TOP-MOUNT REFRIGERATOR,TOP-MOUNT REFRIGERATOR,749812,20.8 cu ft refrigerator,http://images.lowes.com,No,,599.0,1,599.0,Scratch and Dent,Front Dent
FFFU14M1QW,Frigidaire,FREEZERS,Upright Freezers,634055,14.4-cu ft Upright Freezer (White),http://images.lowes.com/product/converted/012505/012505229145.jpg,No,,549.0,1,549.0,Scratch and Dent,Rear Dent
JB250DFWW,GE,FREESTANDING RANGES,Freestanding Electric Ranges,516654,Freestanding 5.3-cu ft Self-Cleaning Electric Range (White) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/084691/084691140122.jpg,No,,449.0,1,449.0,Scratch and Dent,Front Scratch
JB250DFBB,GE,FREESTANDING RANGES,Freestanding Electric Ranges,516659,Freestanding 5.3-cu ft Self-Cleaning Electric Range (Black) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/084691/084691140139.jpg,No,,449.0,1,449.0,Scratch and Dent,Side Dent
JB250DFWW,GE,FREESTANDING RANGES,Freestanding Electric Ranges,516654,Freestanding 5.3-cu ft Self-Cleaning Electric Range (White) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/084691/084691140122.jpg,No,,449.0,1,449.0,Scratch and Dent,Side Dent
