Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
dlgx4371k,LG,LAUNDRY,Gas Dryers,808115,7.4-cu ft Stackable Gas Dryer with Steam Cycle (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018807.jpg,,,1299.0,1,1299.0,Scratch and Dent,Side Dent
wgd8500dc,Whirlpool,LAUNDRY,Gas Dryers,632528,Cabrio 8.8-cu ft Gas Dryer Steam Cycles (Chrome Shadow),http://images.lowes.com/product/converted/883049/883049332413.jpg,,,1299.0,1,1299.0,Scratch and Dent,Rear Dent
wm4370hka,LG,LAUNDRY,Front-Load Washers,808113,TWINWASH Compatible 4.5-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018784.jpg,,,1199.0,1,1199.0,Scratch and Dent,Side Dent
wm4370hka,LG,LAUNDRY,Front-Load Washers,808113,TWINWASH Compatible 4.5-cu ft High-Efficiency Stackable Front-Load Washer with Steam Cycle (Black Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/048231/048231018784.jpg,,,1199.0,1,1199.0,Scratch and Dent,Side Dent
wed8500dc,Whirlpool,LAUNDRY,Electric Dryers,632523,Cabrio 8.8-cu ft Electric Dryer with Steam Cycle (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049332369.jpg,,,1199.0,1,1199.0,Scratch and Dent,Side Dent
mvwb855dc,Maytag,LAUNDRY,Top-Load Washers,844774,5.3-cu ft High-Efficiency Top-Load Washer (Chrome Shadow) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049330792.jpg,,,1199.0,1,1199.0,Scratch and Dent,Side Dent
dv42h5200gf,Samsung,LAUNDRY,Gas Dryers,565991,7.5-cu ft Stackable Gas Dryer with Steam Cycle (Merlot),http://images.lowes.com/product/converted/887276/887276963228.jpg,,,1099.0,1,1099.0,Scratch and Dent,Side Dent
dvg52m7750v,Samsung,LAUNDRY,Gas Dryers,844406,SM GAS DRYER DVG52M7750V (-669551,http://images.lowes.com/product/converted/887276/887276197029.jpg,,,1099.0,1,1099.0,Scratch and Dent,Side Dent
whd5090gw,Whirlpool,LAUNDRY,Electric Dryers,844141,4.3-cu ft Stackable Electric Dryer Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049416670.jpg,,,1099.0,1,1099.0,Scratch and Dent,Rear Dent
dv42h5200gw,Samsung,LAUNDRY,Gas Dryers,565999,7.5-cu ft Stackable Gas Dryer with Steam Cycle (White),http://images.lowes.com/product/converted/887276/887276963242.jpg,,,999.0,1,999.0,Scratch and Dent,Rear Dent
med5500fw,Maytag,LAUNDRY,Electric Dryers,780036,7.4-cu ft Stackable Electric Dryer Steam Cycle (White) ENERGY STAR,http://images.lowes.com/product/converted/883049/883049385297.jpg,,,999.0,1,999.0,Scratch and Dent,Side Dent
