Model Number,Slice,Color Code,Gas? (disregard),Char Count,CARTON_DESC,PRODUCT_DESC,LINE_DESC,LENGTH,WIDTH,HEIGHT,WEIGHT,POINTS,BRAND_CD,BRAND_DESC,UPC_CD,Column1,Flat UPC,,backup
FRT21XXHW,,,Electric,9,21'CUBIC FT REFRIGERATOR,16' & OVER REFRIG TM,21 CU FT,2.79,2.58,5.88,230,1.26,F,FRIGIDAIRE,0 12505 66052 8,012505660528,012505660528,,16' & OVER REFRIG TM - 21 CU FT
FRT22FR4JQ,,Q,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68152 3,012505681523,012505681523,,16' & OVER REFRIG TM - 21 CU FT
FRT22FR4JW,,W,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68151 6,012505681516,012505681516,,16' & OVER REFRIG TM - 21 CU FT
FRT22INLHB,,B,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68071 7,012505680717,012505680717,,16' & OVER REFRIG TM - 21 CU FT
FRT22INLHC,,C,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68135 6,012505681356,012505681356,,16' & OVER REFRIG TM - 21 CU FT
FRT22INLHD,,D,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68070 0,012505680700,012505680700,,16' & OVER REFRIG TM - 21 CU FT
FRT22INLHQ,,Q,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22INLHW,,W,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68069 4,012505680694,012505680694,,16' & OVER REFRIG TM - 21 CU FT
FRT22INSJB,,B,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68135 6,012505681356,012505681356,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRRJQ,,Q,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,FG,GALLERY,0 12505 68148 6,012505681486,012505681486,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRRJW,,W,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68147 9,012505681479,012505681479,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSHB,,B,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FP,FRIG PROF,0 12505 67988 9,012505679889,012505679889,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSHD,,D,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSHK,,K,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FP,FRIG PROF,0 12505 67989 6,012505679896,012505679896,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSHW,,W,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSJB,,B,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68145 5,012505681455,012505681455,,16' & OVER REFRIG TM - 21 CU FT
FRT22IRSJK,,K,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68146 2,012505681462,012505681462,,16' & OVER REFRIG TM - 21 CU FT
FRT22KR4JQ,,Q,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68150 9,012505681509,012505681509,,16' & OVER REFRIG TM - 21 CU FT
FRT22KR4JW,,W,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68149 3,012505681493,012505681493,,16' & OVER REFRIG TM - 21 CU FT
FRT22KRFJQ,,Q,Electric,10,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22KRFJW,,W,Electric,10,21'CUBIC FT REFRIGERATOR,16' & OVER REFRIG TM,21 CU FT,2.79,2.58,5.88,230,1.26,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22NHAD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67202 6,012505672026,012505672026,,16' & OVER REFRIG TM - 21 CU FT
FRT22NHAW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67201 9,012505672019,012505672019,,16' & OVER REFRIG TM - 21 CU FT
FRT22NHBD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67366 5,012505673665,012505673665,,16' & OVER REFRIG TM - 21 CU FT
FRT22NHBW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67365 8,012505673658,012505673658,,16' & OVER REFRIG TM - 21 CU FT
FRT22NRCD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67654 3,012505676543,012505676543,,16' & OVER REFRIG TM - 21 CU FT
FRT22NRCW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67652 9,012505676529,012505676529,,16' & OVER REFRIG TM - 21 CU FT
FRT22PRAD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 67020 6,012505670206,012505670206,,16' & OVER REFRIG TM - 21 CU FT
FRT22PRAW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 67019 0,012505670190,012505670190,,16' & OVER REFRIG TM - 21 CU FT
FRT22PRCD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67691 8,012505676918,012505676918,,16' & OVER REFRIG TM - 21 CU FT
FRT22PRCW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67689 5,012505676895,012505676895,,16' & OVER REFRIG TM - 21 CU FT
FRT22PZLD,,,Electric,9,22 CUBE,16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,1.96,F,FRIGIDAIRE,0 12505 67132 6,012505671326,012505671326,,16' & OVER REFRIG TM - 21 CU FT
FRT22PZLW,,,Electric,9,22 CUBE,16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,1.96,F,FRIGIDAIRE,0 12505 67133 3,012505671333,012505671333,,16' & OVER REFRIG TM - 21 CU FT
FRT22PZRD,,,Electric,9,22 CUBE,16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,1.96,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22PZRW,,,Electric,9,22 CUBE,16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,1.96,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22QGJB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68098 4,012505680984,012505680984,,16' & OVER REFRIG TM - 21 CU FT
FRT22QGJD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68097 7,012505680977,012505680977,,16' & OVER REFRIG TM - 21 CU FT
FRT22QGJQ,,,Electric,9,21'CUBIC FT REFRIGERATOR,16' & OVER REFRIG TM,21 CU FT,2.79,2.58,5.88,305,1.26,FG,GALLERY, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT22QGJW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68096 0,012505680960,012505680960,,16' & OVER REFRIG TM - 21 CU FT
FRT22QRAD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 60936 7,012505609367,012505609367,,16' & OVER REFRIG TM - 21 CU FT
FRT22QRAW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 60935 0,012505609350,012505609350,,16' & OVER REFRIG TM - 21 CU FT
FRT22QRGD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67883 7,012505678837,012505678837,,16' & OVER REFRIG TM - 21 CU FT
FRT22QRGW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 67882 0,012505678820,012505678820,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGCB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67636 9,012505676369,012505676369,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGCD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67635 2,012505676352,012505676352,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGCW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67634 5,012505676345,012505676345,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGHB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67992 6,012505679926,012505679926,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGHD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67991 9,012505679919,012505679919,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGHW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67990 2,012505679902,012505679902,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGJB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,FG,GALLERY,0 12505 68111 0,012505681110,012505681110,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGJD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,FG,GALLERY,0 12505 68110 3,012505681103,012505681103,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGJQ,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68116 5,012505681165,012505681165,,16' & OVER REFRIG TM - 21 CU FT
FRT22RGJW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 68109 7,012505681097,012505681097,,16' & OVER REFRIG TM - 21 CU FT
FRT22RHAB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 67031 2,012505670312,012505670312,,16' & OVER REFRIG TM - 21 CU FT
FRT22RHAD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 67030 5,012505670305,012505670305,,16' & OVER REFRIG TM - 21 CU FT
FRT22RHAK,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67075 6,012505670756,012505670756,,16' & OVER REFRIG TM - 21 CU FT
FRT22RHAW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,297,2.77,F,FRIGIDAIRE,0 12505 67029 9,012505670299,012505670299,,16' & OVER REFRIG TM - 21 CU FT
FRT22RRHB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 68066 3,012505680663,012505680663,,16' & OVER REFRIG TM - 21 CU FT
FRT22RRHD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 67994 0,012505679940,012505679940,,16' & OVER REFRIG TM - 21 CU FT
FRT22RRHW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 67993 3,012505679933,012505679933,,16' & OVER REFRIG TM - 21 CU FT
FRT22TGCB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67639 0,012505676390,012505676390,,16' & OVER REFRIG TM - 21 CU FT
FRT22TGCD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67638 3,012505676383,012505676383,,16' & OVER REFRIG TM - 21 CU FT
FRT22TGCW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67637 6,012505676376,012505676376,,16' & OVER REFRIG TM - 21 CU FT
FRT22THAB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,230,2.77,F,FRIGIDAIRE,0 12505 67034 3,012505670343,012505670343,,16' & OVER REFRIG TM - 21 CU FT
FRT22THAD,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67033 6,012505670336,012505670336,,16' & OVER REFRIG TM - 21 CU FT
FRT22THAK,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67078 7,012505670787,012505670787,,16' & OVER REFRIG TM - 21 CU FT
FRT22THAW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,F,FRIGIDAIRE,0 12505 67032 9,012505670329,012505670329,,16' & OVER REFRIG TM - 21 CU FT
FRT22TRGD,,,Electric,9,20.6 CUBE WOH,16' & OVER REFRIG TM,21 CU FT,2.69,2.5,5.77,236,1.38,F,FRIGIDAIRE,0 12505 67950 6,012505679506,012505679506,,16' & OVER REFRIG TM - 21 CU FT
FRT22TRGW,,,Electric,9,20.6 CUBE WOH,16' & OVER REFRIG TM,21 CU FT,2.69,2.5,5.77,236,1.38,F,FRIGIDAIRE,0 12505 67950 6,012505679506,012505679506,,16' & OVER REFRIG TM - 21 CU FT
FRT22TSEB,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67830 1,012505678301,012505678301,,16' & OVER REFRIG TM - 21 CU FT
FRT22TSEK,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67885 1,012505678851,012505678851,,16' & OVER REFRIG TM - 21 CU FT
FRT22TSEW,,,Electric,9,"22' T/M, 20' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,2.95,5.79,305,2.77,FG,GALLERY,0 12505 67831 8,012505678318,012505678318,,16' & OVER REFRIG TM - 21 CU FT
FRT24NHAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67204 0,012505672040,012505672040,,16' & OVER REFRIG TM - 21 CU FT
FRT24NHAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67203 3,012505672033,012505672033,,16' & OVER REFRIG TM - 21 CU FT
FRT24NHBD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67538 6,012505675386,012505675386,,16' & OVER REFRIG TM - 21 CU FT
FRT24NHBW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67537 9,012505675379,012505675379,,16' & OVER REFRIG TM - 21 CU FT
FRT24PRAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,292,2.78,F,FRIGIDAIRE,0 12505 60995 4,012505609954,012505609954,,16' & OVER REFRIG TM - 21 CU FT
FRT24PRAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,292,2.78,F,FRIGIDAIRE,0 12505 60994 7,012505609947,012505609947,,16' & OVER REFRIG TM - 21 CU FT
FRT24PRCD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67695 6,012505676956,012505676956,,16' & OVER REFRIG TM - 21 CU FT
FRT24PRCW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67693 2,012505676932,012505676932,,16' & OVER REFRIG TM - 21 CU FT
FRT24QRAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,306,2.78,F,FRIGIDAIRE,0 12505 60938 1,012505609381,012505609381,,16' & OVER REFRIG TM - 21 CU FT
FRT24QRAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,306,2.78,F,FRIGIDAIRE,0 12505 60937 4,012505609374,012505609374,,16' & OVER REFRIG TM - 21 CU FT
FRT24RGCB,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67621 5,012505676215,012505676215,,16' & OVER REFRIG TM - 21 CU FT
FRT24RGCD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67620 8,012505676208,012505676208,,16' & OVER REFRIG TM - 21 CU FT
FRT24RGCW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67619 2,012505676192,012505676192,,16' & OVER REFRIG TM - 21 CU FT
FRT24RHAB,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE,0 12505 67748 9,012505677489,012505677489,,16' & OVER REFRIG TM - 21 CU FT
FRT24RHAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,309,2.78,F,FRIGIDAIRE,0 12505 67261 3,012505672613,012505672613,,16' & OVER REFRIG TM - 21 CU FT
FRT24RHAK,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT24RHAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,309,2.78,F,FRIGIDAIRE,0 12505 67260 6,012505672606,012505672606,,16' & OVER REFRIG TM - 21 CU FT
FRT24TGCB,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67618 5,012505676185,012505676185,,16' & OVER REFRIG TM - 21 CU FT
FRT24TGCD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67617 8,012505676178,012505676178,,16' & OVER REFRIG TM - 21 CU FT
FRT24TGCW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,310,2.78,FG,GALLERY,0 12505 67616 1,012505676161,012505676161,,16' & OVER REFRIG TM - 21 CU FT
FRT24WRAB,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,319,2.78,F,FRIGIDAIRE,0 12505 67043 5,012505670435,012505670435,,16' & OVER REFRIG TM - 21 CU FT
FRT24WRAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67042 8,012505670428,012505670428,,16' & OVER REFRIG TM - 21 CU FT
FRT24WRAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67041 1,012505670411,012505670411,,16' & OVER REFRIG TM - 21 CU FT
FRT24WZLD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,309,2.78,F,FRIGIDAIRE, ,,,,16' & OVER REFRIG TM - 21 CU FT
FRT24WZLW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,309,2.78,F,FRIGIDAIRE,0 12505 67219 4,012505672194,012505672194,,16' & OVER REFRIG TM - 21 CU FT
FRT24WZRD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,309,2.78,F,FRIGIDAIRE,0 12505 67123 4,012505671234,012505671234,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAB,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67040 4,012505670404,012505670404,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAD,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67039 8,012505670398,012505670398,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAK,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67371 9,012505673719,012505673719,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAW,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67038 1,012505670381,012505670381,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAY,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67370 2,012505673702,012505673702,,16' & OVER REFRIG TM - 21 CU FT
FRT24XHAZ,,,Electric,9,"24' T/M, 22' SXS",16' & OVER REFRIG TM,21 CU FT,2.94,3.22,5.79,297,2.78,F,FRIGIDAIRE,0 12505 67369 6,012505673696,012505673696,,16' & OVER REFRIG TM - 21 CU FT
FRT26QNAB,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67152 4,012505671524,012505671524,,16' & OVER REFRIG TM - 21 CU FT
FRT26QNAD,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67151 7,012505671517,012505671517,,16' & OVER REFRIG TM - 21 CU FT
FRT26QNAW,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67150 0,012505671500,012505671500,,16' & OVER REFRIG TM - 21 CU FT
FRT26QNBD,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,333,2.94,F,FRIGIDAIRE,0 12505 67358 0,012505673580,012505673580,,16' & OVER REFRIG TM - 21 CU FT
FRT26QNBW,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,333,2.94,F,FRIGIDAIRE,0 12505 67357 3,012505673573,012505673573,,16' & OVER REFRIG TM - 21 CU FT
FRT26WRAB,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67155 5,012505671555,012505671555,,16' & OVER REFRIG TM - 21 CU FT
FRT26WRAD,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67154 8,012505671548,012505671548,,16' & OVER REFRIG TM - 21 CU FT
FRT26WRAW,,,Electric,9,"26' T/M, 24' SXS",16' & OVER REFRIG TM,21 CU FT,3.09,3.22,5.79,375,2.94,F,FRIGIDAIRE,0 12505 67153 1,012505671531,012505671531,,16' & OVER REFRIG TM - 21 CU FT
