Model Number,Slice,Color Code,Gas? (disregard),Char Count,CARTON_DESC,PRODUCT_DESC,LINE_DESC,LENGTH,WIDTH,HEIGHT,WEIGHT,POINTS,BRAND_CD,BRAND_DESC,UPC_CD,Column1,Flat UPC,,backup
FBC10,,,Electric,5,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,30,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
FBC10A,,,Electric,6,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,14.1,0,M,MULTI-FLEX,0 12505 75072 4,012505750724,012505750724,,FREEZER ACCESSORIES - FRZ ACCY
FBH10,,,Electric,5,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,30,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
FBH10A,,,Electric,6,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,24.45,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
FBKC10,,,Electric,6,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,19.55,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
FBKH10,,,Electric,6,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,18.55,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
L304430992,,2,Electric,10,RANGE ACCY,FREEZER ACCESSORIES,FRZ ACCY,0.5,0.5,0.5,13.3,0,M,MULTI-FLEX,0-12505-45775-3,0-12505-45775-3,012505457753,,FREEZER ACCESSORIES - FRZ ACCY
L304430993,,3,Electric,10,RANGE ACCY,FREEZER ACCESSORIES,FRZ ACCY,0.5,0.5,0.5,13.3,0,M,MULTI-FLEX,0-12505-52696-1,0-12505-52696-1,012505526961,,FREEZER ACCESSORIES - FRZ ACCY
L304430996,,6,Electric,10,RANGE ACCY,FREEZER ACCESSORIES,FRZ ACCY,0.5,0.5,0.5,13.3,0,M,MULTI-FLEX,0-12505-52699-2,0-12505-52699-2,012505526992,,FREEZER ACCESSORIES - FRZ ACCY
L304430997,,7,Electric,10,RANGE ACCY,FREEZER ACCESSORIES,FRZ ACCY,0.5,0.5,0.5,13.3,0,M,MULTI-FLEX,0-12505-52700-5,0-12505-52700-5,012505527005,,FREEZER ACCESSORIES - FRZ ACCY
L304432837,,7,Electric,10,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,0.95,0,M,MULTI-FLEX,0-00000-00000-0,0-00000-00000-0,,,FREEZER ACCESSORIES - FRZ ACCY
L304458797,,7,Electric,10,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,13.3,0,M,MULTI-FLEX,0-12505-45233 8,0-12505-452338,012505452338,,FREEZER ACCESSORIES - FRZ ACCY
L304458798,,8,Electric,10,RANGE ACCY,FREEZER ACCESSORIES,FRZ ACCY,0.5,0.5,0.5,1,0,M,MULTI-FLEX,0-12505-45777-7,0-12505-45777-7,012505457777,,FREEZER ACCESSORIES - FRZ ACCY
PANRACKKIT,,T,Electric,10,TRIMKITS,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,9,0,M,MULTI-FLEX,0 12505 45242 0,012505452420,012505452420,,FREEZER ACCESSORIES - FRZ ACCY
TRIMKITEZ1,,1,Electric,10,TRIMKIT,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,23,0.21,M,MULTI-FLEX,0 12505 22773 8,012505227738,012505227738,,FREEZER ACCESSORIES - FRZ ACCY
TRIMKITSS1,,1,Electric,10,TRIMKIT,FREEZER ACCESSORIES,FRZ ACCY,1.57,2.26,1.43,36,0.21,M,MULTI-FLEX,0 12505 22774 5,012505227745,012505227745,,FREEZER ACCESSORIES - FRZ ACCY
V2040,,,Electric,5,FREEZER CONSUMABLES,FREEZER ACCESSORIES,FRZ ACCY,1.25,1.5,0.54,3,0,M,MULTI-FLEX,538991100892,538991100892,538991100892,,FREEZER ACCESSORIES - FRZ ACCY
V2840,,,Electric,5,FREEZER CONSUMABLES,FREEZER ACCESSORIES,FRZ ACCY,1.25,1.5,0.54,3,0,M,MULTI-FLEX, ,,,,FREEZER ACCESSORIES - FRZ ACCY
ALLFRZKIT,,,Electric,9,TRIMKITS,FREEZER ACCESSORIES,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22359 4,012505223594,012505223594,,FREEZER ACCESSORIES - REF FRZ DUO
ALLREFKIT,,,Electric,9,TRIMKITS,FREEZER ACCESSORIES,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22344 0,012505223440,012505223440,,FREEZER ACCESSORIES - REF FRZ DUO
DUOCENKITB,,B,Electric,10,TRIMKITS,FREEZER ACCESSORIES,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22343 3,012505223433,012505223433,,FREEZER ACCESSORIES - REF FRZ DUO
DUOCENKITW,,W,Electric,10,TRIMKITS,FREEZER ACCESSORIES,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22346 4,012505223464,012505223464,,FREEZER ACCESSORIES - REF FRZ DUO
DUORSRKIT,,,Electric,9,FREEZER,FREEZER ACCESSORIES,REF FRZ DUO,0.5,0.5,0.5,58,0,E,ELECTROLUX,0 12505 22480 5,012505224805,012505224805,,FREEZER ACCESSORIES - REF FRZ DUO
SFRRSRKIT,,,Electric,9,FREEZER,FREEZER ACCESSORIES,REF FRZ DUO,0.5,0.5,0.5,36,0,E,ELECTROLUX,0 12505 22482 9,012505224829,012505224829,,FREEZER ACCESSORIES - REF FRZ DUO
SRRRSRKIT,,,Electric,9,FREEZER,FREEZER ACCESSORIES,REF FRZ DUO,0.5,0.5,0.5,36,0,E,ELECTROLUX,0 12505 22481 2,012505224812,012505224812,,FREEZER ACCESSORIES - REF FRZ DUO
4480,,,Electric,4,TRIMKITS,FREEZER ACC-ICE MKR,FRZ ACCY,1.57,2.26,1.43,50,0,M,MULTI-FLEX, ,,,,FREEZER ACC-ICE MKR - FRZ ACCY
5304443147,,7,Electric,10,TRIMKITS,FREEZER ACC-ICE MKR,FRZ ACCY,1.57,2.26,1.43,2.6,0,M,MULTI-FLEX, ,,,,FREEZER ACC-ICE MKR - FRZ ACCY
IM501,,,Electric,5,TRIMKITS,FREEZER ACC-ICE MKR,FRZ ACCY,1.57,2.26,1.43,6.3,0,M,MULTI-FLEX,0-12505-22191-0,0-12505-22191-0,012505221910,,FREEZER ACC-ICE MKR - FRZ ACCY
TRIMKITEZ2,,2,Electric,10,TRIMKIT,FREEZER ACC-ICE MKR,FRZ ACCY,1.57,2.26,1.43,36,0.21,M,MULTI-FLEX,0 12505 22775 2,012505227752,012505227752,,FREEZER ACC-ICE MKR - FRZ ACCY
TRIMKITSS2,,2,Electric,10,TRIMKIT,FREEZER ACC-ICE MKR,FRZ ACCY,1.57,2.26,1.43,36,0.21,M,MULTI-FLEX,0 12505 22776 9,012505227769,012505227769,,FREEZER ACC-ICE MKR - FRZ ACCY
4471,,,Electric,4,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,50,0,F,FRIGIDAIRE, ,,,,FREEZER ACC-ICE MKR - REF FRZ DUO
4473,,,Electric,4,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,50,0,F,FRIGIDAIRE, ,,,,FREEZER ACC-ICE MKR - REF FRZ DUO
4475,,,Electric,4,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,50,0,F,FRIGIDAIRE, ,,,,FREEZER ACC-ICE MKR - REF FRZ DUO
DUOCOLLKIT,,T,Electric,10,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,16.5,0,E,ELECTROLUX,0 12505 22558 1,012505225581,012505225581,,FREEZER ACC-ICE MKR - REF FRZ DUO
DUOTRIMKIT,,T,Electric,10,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22345 7,012505223457,012505223457,,FREEZER ACC-ICE MKR - REF FRZ DUO
DUOTRMKITW,,W,Electric,10,TRIMKITS,FREEZER ACC-ICE MKR,REF FRZ DUO,1.57,2.26,1.43,16.5,0,M,MULTI-FLEX,0 12505 22629 8,012505226298,012505226298,,FREEZER ACC-ICE MKR - REF FRZ DUO
EIFLS20QS,,,Electric,9,"URBAN 24"" FL WASHER",FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.23,2.1,2.92,235,0.48,EL,ELEC PR BR,0-00000-00000-0,0-00000-00000-0,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
EIFLS20QSW,,W,Electric,10,"URBAN 24"" FL WASHER",FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.23,2.1,2.92,235,0.48,EL,ELEC PR BR,0-12505-38613-8,0-12505-38613-8,012505386138,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF1040AS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37013 7,012505370137,012505370137,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF1240FS,,,Electric,9,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,F,FRIGIDAIRE,0 12505 37833 1,012505378331,012505378331,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF2070AS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF530DS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37349 7,012505373497,012505373497,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF530ES,,,Electric,8,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,F,FRIGIDAIRE,0 12505 37427 2,012505374272,012505374272,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF530FS,,,Electric,8,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,F,FRIGIDAIRE,0 12505 37552 1,012505375521,012505375521,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTF630AS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37087 8,012505370878,012505370878,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTR630AS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,F,FRIGIDAIRE,0 12505 37088 5,012505370885,012505370885,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FTR640DS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT425RHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36712 0,012505367120,012505367120,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT445GCS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36275 0,012505362750,012505362750,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT445GCT,,,Electric,9,"27"" WEB CITY CAPLESS",FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.39,2.37,3.83,200,0.79,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT445GES,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36472 3,012505364723,012505364723,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT449GFS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36595 9,012505365959,012505365959,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT645RHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 36711 3,012505367113,012505367113,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT647GHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36777 9,012505367779,012505367779,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT648GHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36915 5,012505369155,012505369155,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT865GHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36789 2,012505367892,012505367892,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT865RHQ,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36855 4,012505368554,012505368554,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT865RHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36789 2,012505367892,012505367892,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT867GHQ,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36858 5,012505368585,012505368585,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWT867GHS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36857 8,012505368578,012505368578,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTB59RGS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTB69RGS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36769 4,012505367694,012505367694,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTB8200DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY,0 12505 37334 3,012505373343,012505373343,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTBB30DS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37327 5,012505373275,012505373275,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR425RHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR445RFS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36597 3,012505365973,012505365973,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR449GGS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36665 9,012505366659,012505366659,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR549GGS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36665 9,012505366659,012505366659,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR645RHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36713 7,012505367137,012505367137,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR647GHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36778 6,012505367786,012505367786,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR865GHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36713 7,012505367137,012505367137,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR865RHQ,,Q,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36856 1,012505368561,012505368561,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR865RHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,F,FRIGIDAIRE,0 12505 36790 8,012505367908,012505367908,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR867GHQ,,Q,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY,0 12505 36860 8,012505368608,012505368608,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
FWTR867GHS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF1040AS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37013 7,012505370137,012505370137,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF1240AS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37014 4,012505370144,012505370144,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF1570ES,,S,Electric,10,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,FG,GALLERY,0 12505 37428 9,012505374289,012505374289,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF1570FS,,S,Electric,10,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,FG,GALLERY,0 12505 37629 0,012505376290,012505376290,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF1670AS,,S,Electric,10,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,218,0.79,FG,GALLERY,0 12505 37015 1,012505370151,012505370151,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF2070CS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37280 3,012505372803,012505372803,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF2070DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37336 7,012505373367,012505373367,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTF530DS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37349 7,012505373497,012505373497,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTR1670AS,,S,Electric,10,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,229,0.79,FG,GALLERY,0 12505 37016 8,012505370168,012505370168,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTR1670FS,,S,Electric,10,NEXT LEVEL FL WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.25,229,0.79,FG,GALLERY,0 12505 37622 1,012505376221,012505376221,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GLTR640DS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GMT1670AS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37459 3,012505374593,012505374593,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GSTF1670AS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37127 1,012505371271,012505371271,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GSTF1670DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37371 8,012505373718,012505373718,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GSTF7200DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37356 5,012505373565,012505373565,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GSTR1670AS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY,0 12505 37128 8,012505371288,012505371288,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
GSTR1670DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY,0 12505 37372 5,012505373725,012505373725,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
LFW201EW,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 36908 7,012505369087,012505369087,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
LTF1670DS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,FG,GALLERY,0 12505 37345 9,012505373459,012505373459,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
LTF530DS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37345 9,012505373459,012505373459,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
LTF530FS,,,Electric,8,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37553 8,012505375538,012505375538,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
NGST127AQ,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
NGST127AS,,,Electric,9,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
NGSTR127AS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,230,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
SWTR1340DS,,S,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY,0 12505 37361 9,012505373619,012505373619,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
WCXH208AWW,,W,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37238 4,012505372384,012505372384,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
WCXH208HWW,,W,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE,0 12505 37652 8,012505376528,012505376528,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
WHTF1670AC,,C,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,218,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
WHTR1670AC,,C,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,FG,GALLERY, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
WHTR1670PC,,C,Electric,10,FRONT LOAD WASHER,FRONT LOAD WASHER,3.1 FRONT LOAD WASHER,2.48,2.37,3.14,229,0.83,F,FRIGIDAIRE, ,,,,FRONT LOAD WASHER - 3.1 FRONT LOAD WASHER
