Lot Number,Part Number,Manufacturer,Auction Category,Title,Condition Description,Weight,MSRP,Qty
BS17850,FAD504DWD,Frigidaire,Air / Dehumidifier,50 Pint Dehumidifier,B/C/D - Class,13524.0,80497.0,322.0
BS17850,FAD704DWD,Frigidaire,Air / Dehumidifier,70 Pint Dehumidifier,B/C/D - Class,3936.0,24599.0,82.0
BS17850,FFRE1233S1,Frigidaire,Air / Dehumidifier,"12,000 BTU Window Air Conditioner, Electronic Controls, 2016 eStar",B/C/D - Class,720.0,3870.0,9.0
BS17850,FFRE1033S1,Frigidaire,Air / Dehumidifier,"10,000 BTU Window Air Conditioner, Electronic Controls, 2016 eStar",B/C/D - Class,518.0,2590.0,7.0
BS17850,FFAD5033R1,Frigidaire,Air / Dehumidifier,50 Pint Dehumidifier - New Design,B/C/D - Class,371.0,1750.0,7.0
BS17850,FFAD7033R1,Frigidaire,Air / Dehumidifier,70 Pint Dehumidifier - New Design,B/C/D - Class,270.0,1450.0,5.0
BS17850,FFRE2533S2,Frigidaire,Air / Dehumidifier,"25,000 BTU Window Air Conditioner, Electronic Controls, 2016 eStar, 230V",B/C/D - Class,296.0,1400.0,2.0
BS17850,FFRA0811R1,Frigidaire,Air / Dehumidifier,"8000 BTU Window Air Conditioner, Mechanical Controls",B/C/D - Class,280.0,1350.0,5.0
BS17850,FFRE1833S2,Frigidaire,Air / Dehumidifier,"18,000 BTU Window Air Conditioner, Electronic Controls, 2016 eStar, 230v",B/C/D - Class,258.0,1280.0,2.0
BS17850,FFRH1822R2,Frigidaire,Air / Dehumidifier,"18000 BTU Heat/Cool Window Air Conditioner, 230V",B/C/D - Class,133.0,740.0,1.0
BS17850,FGRC0844S1,Frigidaire,Air / Dehumidifier,"8,000 BTU Window Air Conditioner with Wifi Controls, New Body Style",B/C/D - Class,62.0,430.0,1.0
BS17850,FFRA1022R1,Frigidaire,Air / Dehumidifier,"10000 BTU Window Air Conditioner, Electronic Controls",B/C/D - Class,72.0,340.0,1.0
BS17850,FFRA0511R1,Frigidaire,Air / Dehumidifier,"5000 BTU, 2 Speed Rotary Window Air Conditioner",B/C/D - Class,48.0,150.0,1.0
,,,,,,20488.0,120446.0,445.0
